;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes
299;Muppet Treasure Island;After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.;1996;G;100;['comedy', 'family', 'romance', 'action'];['US', 'GB'];6.9;23917.0
300;Wild Hearts Can't Be Broken;"A runaway orphan, young Sonora, persists in a menial job mucking stables in Doc Carver's travelling stunt show. Her great wish is to become a death-defying ""diving girl,"" but Doc refuses her pleas. Undaunted, Sonora's gutsy resolve finally convinces him to give her a break. On the brink of stardom, however, a cruel twist of fate threatens to destroy her dream.";1991;G;88;['drama', 'family', 'romance'];['US'];7.1;5288.0
301;Jack;Jack Powell suffers from an affliction that makes him grow four times faster than normal, so the 10-year-old looks like a 40-year-old man. After years of being tutored at home, Jack convinces his overprotective parents to send him to public school. The children don't know what to make of Jack, but with the help of his fifth-grade teacher, he makes an effort to win them over.;1996;PG-13;113;['comedy', 'drama', 'fantasy'];['US'];5.8;59947.0
302;Flubber;Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.;1997;PG;93;['scifi', 'comedy', 'family'];['US'];5.3;88814.0
303;A Goofy Movie;Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.;1995;G;78;['animation', 'comedy', 'family', 'romance'];['FR', 'US', 'AU', 'CA'];6.9;52724.0
306;Tarzan;Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...;1999;G;88;['animation', 'comedy', 'drama', 'family', 'music', 'romance'];['US'];7.3;220790.0
308;Hocus Pocus;After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.;1993;PG;96;['fantasy', 'family', 'horror', 'comedy', 'european'];['US'];6.9;120095.0
309;Thumbelina;The tiny girl meets a fairy prince who saves her from the creatures of the woods.;1994;G;86;['fantasy', 'family', 'romance', 'animation', 'european'];['US'];6.2;16995.0
310;Cinderella;Cinderella chafes under the cruelty of her wicked stepmother and her evil stepsisters, until her Fairy Godmother steps in to change her life for one unforgettable night. At the ball, she falls for handsome Prince Christopher, whose parents, King Maximillian and Queen Constantina, are anxious for him to find a suitable paramour.;1997;G;88;['fantasy', 'romance', 'family'];['US'];6.6;8248.0
311;Home Alone 2: Lost in New York;Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.;1992;PG;115;['comedy', 'documentation', 'crime', 'family'];['US'];6.8;344874.0
312;Sister Act 2: Back in the Habit;Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority.;1993;PG;107;['comedy', 'family', 'music'];['US', 'SK'];5.6;53316.0
313;Toy Story 2;Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.;1999;G;92;['comedy', 'family', 'fantasy', 'animation'];['US'];7.9;565964.0
314;Beauty and the Beast;Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.;1991;G;84;['fantasy', 'family', 'animation', 'scifi', 'drama', 'romance'];['US'];7.4;27.0
315;Camp Nowhere;"Morris ""Mud"" Himmel has a problem. His parents desperately want to send him away to summer camp. He hates going to summer camp, and would do anything to get out of it. Talking to his friends, he realizes that they are all facing the same sentence: a boring summer camp. Together with his friends, he hatches a plan to trick all the parents into sending them to a camp of their own design.";1994;PG;96;['drama', 'comedy', 'family'];['US'];6.0;9697.0
316;The Big Green;In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.;1995;PG;99;['action', 'comedy', 'family', 'sport'];['US'];5.5;10102.0
317;The Kid;Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.;2000;PG;104;['fantasy', 'comedy', 'family'];['US'];6.1;42054.0
319;The Muppet Christmas Carol;A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and Future.;1992;G;85;['fantasy', 'comedy', 'drama', 'family'];['US', 'GB'];7.7;57493.0
321;Dinosaur;An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.;2000;PG;82;['animation', 'drama', 'family', 'fantasy', 'thriller', 'comedy'];['US'];6.4;59552.0
322;Jungle 2 Jungle;Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had -- a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.;1997;PG;97;['comedy', 'family'];['US'];5.1;24246.0
323;The Brave Little Toaster to the Rescue;Those fun-loving eletrical appliances from the acclaimed animated hit 'The Brave Little Toaster' are back in an action-packed adventure with four all-new songs. This heartfelt and humorous full-length feature reunites Toaster, Blanky, Lampy, Radio and Kirby the vacuum cleaner--the beloved household gadgets of college student Rob. When Toaster and the gang spark freindships with the playful animals at the veterinary hospital, they soon discover their new pals are about to be sent to a testing laboratory. Through teamwork (and combined voltage), they embark on a hilarious rescue to save all the animals, including Sebastion, a wise monkey, and Maisie, the doting mother cat with kittens.Treat your entire family to 'The Brave Little Toaster To The Rescue', an imaginative film bursting with colorful animation, high-energy music and characters that'll warm your heart at the push of a button!;1997;G;74;['animation'];['US'];Unknown;Unknown
325;Fantasia 2000;Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.;1999;G;74;['animation', 'comedy', 'family', 'fantasy', 'music'];['US'];7.1;38007.0
326;Man of the House;"Ben Archer is not happy. His mother, Sandy, has just met a man, and it looks like things are pretty serious. Driven by a fear of abandonment, Ben tries anything and everything to ruin the ""love bubble"" which surrounds his mom. However, after Ben and Jack's experiences in the Indian Guides, the two become much closer.";1995;PG;96;['action', 'family', 'comedy'];['US'];5.2;9632.0
327;101 Dalmatians;An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.;1996;G;103;['comedy', 'crime', 'family'];['GB', 'US'];5.7;110153.0
328;The Santa Clause;Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.;1994;PG;97;['comedy', 'drama', 'family', 'fantasy'];['US'];6.5;113716.0
330;The Hunchback of Notre Dame;At the urging of his gargoyle pals, Quasimodo leaves the solitary safety of his Notre Dame tower against the wishes of his guardian, the evil Judge Claude Frollo. He ventures out to the Festival of Fools and finds his first true friend, a Romani woman named Esmeralda, who entrusts him with a secret. When the secret is revealed, Quasi soon finds himself fighting to save the people and city he loves.;1996;G;91;['animation', 'family', 'drama', 'romance'];['US'];7.0;154010.0
332;Pocahontas;Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.;1995;G;82;['romance', 'animation', 'drama', 'family', 'european'];['US'];6.7;183269.0
333;The Adventures of Huck Finn;Mischievous Huck Finn is unnerved when his father, reemerging after years away, kidnaps him in an attempt to take away a $600 inheritance from his late mother. Fearing for his life, Huck fakes his own death and escapes. He soon runs into his friend, Jim, a slave fleeing his master. Together, the pair embarks on a raft journey down the Mississippi River, staying ahead of pursuers who blame the slave for Huck's alleged murder.;1993;PG;108;['comedy', 'drama', 'family'];['US'];6.2;8542.0
334;Kazaam;When Max fools a gang of local toughs, he finds himself in big trouble. Fleeing from the thugs, Max runs into an old warehouse and bumps into a boom box. By doing that, he manages to release Kazaam, a genie who has been held captive for thousands of years.;1996;PG;93;['fantasy', 'comedy', 'family'];['US'];3.0;24319.0
337;Inspector Gadget;"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.";1999;PG;78;['comedy', 'crime', 'family', 'scifi', 'action'];['US'];4.1;47952.0
338;Home Alone 3;9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.;1997;PG;102;['comedy', 'action', 'crime', 'family'];['US'];4.5;115209.0
339;Mighty Joe Young;As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.;1998;PG;114;['fantasy', 'family', 'thriller', 'action', 'european'];['US'];5.7;29012.0
340;The Return of Jafar;The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.;1994;G;69;['romance'];['US'];Unknown;Unknown
341;Honey, I Blew Up the Kid;Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.;1992;PG;89;['scifi', 'family', 'romance', 'comedy'];['US'];4.8;43943.0
343;D2: The Mighty Ducks;After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland.;1994;PG;106;['drama', 'comedy', 'family', 'sport'];['US'];6.0;40169.0
344;Tom and Huck;A mischievous young boy, Tom Sawyer, witnesses a murder by the deadly Injun Joe. Tom becomes friends with Huckleberry Finn, a boy with no future and no family. Tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder. Tom and Huck go through several adventures trying to retrieve evidence.;1995;PG;97;['drama', 'action', 'comedy', 'family', 'romance', 'western'];['US'];5.5;10775.0
345;White Fang;Jack London's classic adventure story about the friendship developed between a Yukon gold hunter and the mixed dog-wolf he rescues from the hands of a man who mistreats him.;1991;PG;107;['drama', 'action', 'animation', 'family'];['US'];6.0;64.0
347;Aladdin and the King of Thieves;Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.;1996;G;81;['action', 'animation', 'family'];['US'];Unknown;Unknown
350;Homeward Bound II: Lost in San Francisco;When the pets accidentally get separated from their vacationing owners, Chance, Shadow, and Sassy navigate the mean streets of San Francisco, trying to find their home across the Golden Gate Bridge. But the road is blocked by a series of hazards, both man and beast.;1996;G;89;['comedy', 'drama', 'family', 'romance'];['CA', 'US'];6.0;14889.0
352;My Favorite Martian;News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.;1999;PG;94;['drama', 'comedy', 'family', 'scifi'];['US'];5.0;13542.0
355;A Kid in King Arthur's Court;A Southern California kid named Calvin Fuller is magically transported to the medieval kingdom of Camelot through a crack in the ground caused by an earthquake. Once there, he learns he was summoned by the wizard Merlin, who needs Calvin to save Camelot. Using dazzling modern inventions, can Calvin help King Arthur retain his crown and thwart the evil Lord Belasco?;1995;PG;89;['comedy', 'romance', 'family', 'fantasy'];['US'];4.7;6196.0
356;Operation Dumbo Drop;Five Green Berets stationed in Vietnam in 1968 grudgingly undertake the mission of a lifetime -- to secretly transport an 8,000-pound elephant through 200 miles of rough jungle terrain. High jinks prevail when Capt. Sam Cahill promises the Montagnard villagers of Dak Nhe that he'll replace their prized elephant in time for an important ritual. But for Capt. T.C. Doyle, the mission becomes a jumbo-sized headache!;1995;PG;107;['comedy', 'drama', 'family', 'war', 'action'];['US'];5.1;9008.0
357;Mr. Magoo;Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.;1997;PG;84;['comedy', 'family'];['US'];4.0;15236.0
358;The Lion King II: Simba's Pride;The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?;1998;G;81;['animation'];['AU', 'US'];Unknown;Unknown
361;The Brave Little Toaster Goes to Mars;"Based on the book by Thomas M. Disch and intended as the third film in the series, this sequel was finished and released prior to 'The Brave Little Toaster To The Rescue'. Whilst trying to protect their new ""Little Master"" the anthropomorphic appliances set off on an epic adventure and make many new friends along the way.";1998;G;73;['animation'];['US'];Unknown;Unknown
362;Johnny Tsunami;A Hawaiian teenage surfer shows off his skills when he takes to the snow slopes in Vermont.;1999;G;88;['drama', 'family', 'sport'];['US'];6.2;5487.0
363;Iron Will;When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.;1994;PG;108;['family', 'action'];['US'];6.6;8541.0
365;Halloweentown;On her 13th birthday, Marnie learns she's a witch, discovers a secret portal, and is transported to Halloweentown — a magical place where ghosts and ghouls, witches and werewolves live apart from the human world. But she soon finds herself battling wicked warlocks, evil curses, and endless surprises.;1998;G;84;['comedy', 'family', 'fantasy'];['US'];6.6;16979.0
366;First Kid;Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.;1996;PG;101;['comedy', 'family'];['US'];5.2;10915.0
367;An Extremely Goofy Movie;It's all extreme sports and a life of freedom as Max sets off for college -- but Goofy misses Max so much he loses his job and goes to finish college alongside Max and his friends. But as Goofy tries to get closer to Max, both must go to the extreme to learn how to live their own lives together.;2000;G;79;['animation'];['AU', 'US'];Unknown;Unknown
368;Brink!;"Andy ""Brink"" Brinker and his in-line skating crew--Peter, Jordy, and Gabriella--who call themselves ""Soul-Skaters"" (which means they skate for the fun of it, and not for the money), clash with a group of sponsored skaters, Team X-Bladz--led by Val--with whom they attend high school in southern California. When Brink discovers his family is in financial trouble, he goes against the wishes of his parents and his friends and joins Team X-Bladz. Brink tries to lead a double life but will be able to pull it off?";1998;G;99;['drama', 'family', 'sport'];['US'];6.9;6248.0
369;Doug's 1st Movie;Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.;1999;G;77;['comedy', 'family', 'fantasy', 'scifi', 'animation', 'drama'];['US'];4.9;3246.0
370;D3: The Mighty Ducks;The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.;1996;PG;104;['action', 'drama', 'family', 'sport', 'comedy'];['US'];5.4;26851.0
371;Honey, We Shrunk Ourselves;The joke's on absent-minded scientist Wayne Szalinski when his troublesome invention shrinks him, his brother and their wives so effectively that their children think they've completely disappeared. Of course, this gives the kids free rein to do anything they want, unaware that their parents are watching every move.;1997;PG;74;['scifi', 'action', 'comedy', 'family'];['US'];4.9;15109.0
372;Tall Tale;"A young boy draws on the inspiration of legendary western characters to find the strength to fight an evil land baron in the old west who wants to steal his family's farm and destroy their idyllic community. When Daniel Hackett sees his father Jonas gravely wounded by the villainous Stiles, his first urge is for his family to flee the danger, and give up their life on a farm which Daniel has come to despise anyway. Going alone to a lake to try to decide what to do, he falls asleep on a boat and wakes to find himself in the wild west, in the company of such ""tall tale"" legends as Pecos Bill, Paul Bunyan, John Henry and Calamity Jane. Together, they battle the same villains Daniel is facing in his ""real"" world, ending with a heroic confrontation in which the boy stands up to Stiles and his henchmen, and rallies his neighbors to fight back against land grabbers who want to destroy their town.";1995;PG;98;['western', 'family', 'fantasy'];['US'];5.9;3777.0
373;Life with Mikey;Michael Chapman, a former child TV star, runs a struggling talent agency specilizing in child acts. When a young girl off the street puts on a real performance after he catches her picking his pocket, he may have just found the next big thing.;1993;PG;91;['comedy', 'family', 'european'];['US'];5.6;6002.0
374;White Fang 2: Myth of the White Wolf;A boy and his dog, White Fang, must try to save the noble Haida tribe from evil white men in turn-of-the-century Alaska.;1994;PG;106;['family', 'action'];['US'];5.4;2318.0
375;102 Dalmatians;Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth - a parrot who thinks he's a Rottweiler - teams up with Oddball - an un-marked Dalmatian puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil.;2000;G;100;['comedy', 'family'];['US'];4.8;37218.0
376;Squanto: A Warrior's Tale;Squanto is a high-born Indian warrior from a tribe on the Atlantic coast of North America which devotes its life to hunting and rivalry with a neighboring tribe. Everything changes forever after a ship arrives from England, prospecting the region's commercial potential for the rich Sir George, who uses all his wealth and influence only for ever greater profit. When it returns, several Indians find themselves captives on board, including Squanto. The arrogant Christians consider themselves utterly superior to the 'heathen savages' and treat them as brutally as they do beasts. Squanto fights a bear in a circus, not understanding how men can be so cruel to that creature either, and manages a spectacular escape, but where must he go? He finds shelter and help in a rural monastery, where it takes his protector some effort to prevent the others considering the unknown as diabolical. In time sir George's men come looking for him most brutally...;1994;PG;102;['action', 'drama', 'family'];['US'];6.0;1261.0
377;Pooh's Grand Adventure: The Search for Christopher Robin;Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh, Piglet, Tigger, Eeyore and Rabbit go in search of Christopher Robin which leads to a big adventure.;1997;G;76;['animation'];['US'];Unknown;Unknown
379;The Tigger Movie;"Winnie the Pooh, Piglet, Owl, Kanga, Roo, and Rabbit are preparing a suitable winter home for Eeyore, the perennially dejected donkey, but Tigger's continual bouncing interrupts their efforts. Rabbit suggests that Tigger go find others of his kind to bounce with, but Tigger thinks ""the most wonderful thing about tiggers is"" he's ""the only one!"" Just in case though, the joyously jouncy feline sets out to see if he can find relatives.";2000;G;77;['animation', 'comedy', 'drama', 'family'];['US'];6.3;18786.0
380;Don't Look Under the Bed;A girl calls on her brother's imaginary friend to banish a mischievous boogeyman who has framed her for his pranks.;1999;PG;93;['horror', 'family', 'fantasy', 'comedy'];['US'];6.7;3169.0
381;The Little Mermaid II: Return to the Sea;Set several years after the first film, Ariel and Prince Eric are happily married with a daughter, Melody. In order to protect Melody from the Sea Witch, Morgana, they have not told her about her mermaid heritage. Melody is curious and ventures into the sea, where she meets new friends. But will she become a pawn in Morgana's quest to take control of the ocean from King Triton?;2000;PG;75;['comedy', 'animation', 'action', 'family'];['AU', 'CA', 'US'];Unknown;Unknown
382;Miracle at Midnight;Doris soon was out of the Nazi's hands and met up with her family.;1998;Unknown;90;['drama'];['US'];Unknown;Unknown
384;Smart House;Ben Cooper and his family struggling to get a grip on household chores, school and work. Ben is the family caretaker. So when Ben sees that a Smart House is being given away, he enters the competition as often as he can. The family wins the house (named Pat). After moving in Pat's personality begins to radically change, the family starts to resent her.;1999;G;82;['fantasy', 'drama', 'family', 'scifi', 'comedy'];['US'];6.1;7365.0
385;Zenon: Girl of the 21st Century;Zenon Kar, a 13-year-old girl who lives on a space station in the year 2049, gets into some trouble and is banished to Earth. With help from some Earth friends she must find her way back.;1999;G;97;['scifi', 'family', 'comedy'];['US'];6.3;7592.0
386;Ruby Bridges;The true story of Ruby Bridges, an African-American girl who, in 1960 at age 6, helped to integrate the all-white schools of New Orleans. Although she was the only black girl to come to the school she was sent to, (and since all the white mothers pulled their children out of class, she was the only one there, period), and though she faced a crowd of angry white citizens every day, she emerged unscathed, physically or emotionally. Encouraged by her teacher, a white woman from the North named Barbara Henry, and her mother, Lucille, and with her own quiet strength, she eventually broke down a century-old barrier forever, a pivotal moment in the civil-rights movement;1998;PG;96;['drama'];['US'];Unknown;Unknown
387;Beauty and the Beast: The Enchanted Christmas;Astonished to find the Beast has a deep-seeded hatred for the Christmas season, Belle endeavors to change his mind on the matter.;1997;G;72;['animation', 'family', 'fantasy'];['CA', 'US'];Unknown;Unknown
388;Mickey's Once Upon a Christmas;Mickey, Minnie, and their famous friends Goofy, Donald, Daisy and Pluto gather together to reminisce about the love, magic and surprises in three wonder-filled stories of Christmas past.;1999;G;66;['comedy'];['US'];Unknown;Unknown
389;I'll Be Home for Christmas;Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.;1998;PG;86;['comedy', 'family'];['US', 'CA'];5.5;10572.0
390;Winnie the Pooh: A Valentine for You;"After Pooh, Piglet, Tigger, and Rabbit see Christopher Robin making a valentine for -- gasp! -- a girl, they find he's been bitten by a ""Smitten"" and is lovesick! Worried that he'll no longer have time for them, and hoping a second bite from the love bug will cure him, they set out on a wild adventure to capture the Smitten. This wonderful story, filled with magic and whimsy, and sweetened with three new songs, reminds us all that the heart is big and always has plenty of room for friends -- old and new.";1999;G;22;['animation', 'family', 'drama', 'comedy'];['US'];7.1;573.0
391;The Color of Friendship;Mahree Bok lives on a farm in South Africa. Her father is a policeman who cannot hide his joy when activist Steve Biko is caught by the South African authorities. Piper Dellums is the daughter of a US congressman from California and who lives in a nice home in Washington DC. When Mahree is chosen to spend a semester at the Dellums' house, she doesn't expect that her host family would be black. Nor do her hosts suspect that she is not a black South African.;2000;PG;87;['drama', 'family'];['US', 'CA'];7.2;3876.0
392;Genius;Charlie Boyle finds that even his high IQ can't solve all of his problems when he takes on a double life in order to make friends his own age.;1999;G;82;['family', 'comedy', 'drama', 'documentation', 'romance', 'scifi'];['US'];6.0;1913.0
393;That Darn Cat;While making his nightly rounds in the neighborhood, Patti's pet cat D.C. finds himself the carrier of a call for help from a kidnap victim. Patti enlists skeptical law enforcement help to find the victim before it's too late.;1997;PG;89;['comedy', 'action', 'crime', 'family'];['US'];4.6;4436.0
394;Horse Sense;After treating his rancher cousin shoddily in L.A. Michael Woods is sentenced by his parents to spending a month on the ranch with his cousin and aunt.;1999;G;92;['drama', 'family'];['US'];6.1;1884.0
395;Frank and Ollie;Before computer graphics, special effects wizardry, and out-of-this world technology, the magic of animation flowed from the pencils of two of the greatest animators The Walt Disney Company ever produced -- Frank Thomas and Ollie Johnston. Frank and Ollie, the talent behind BAMBI, PINOCCHIO, LADY AND THE TRAMP, THE JUNGLE BOOK, and others, set the standard for such modern-day hits as THE LION KING. It was their creative genius that helped make Disney synonymous with brilliant animation, magnificent music, and emotional storytelling. Take a journey with these extraordinary artists as they share secrets, insights, and the inspiration behind some of the greatest animated movies the world has ever known!;1995;PG;89;['documentation'];['US'];7.7;914.0
396;Can of Worms;A teen is visited by aliens after he broadcasts a message into space.;1999;PG;90;['scifi', 'comedy', 'family'];['US', 'CA'];4.9;1038.0
397;Richie Rich's Christmas Wish;After getting blamed for spoiling Christmas, the richest kid in the world wishes he'd never been born. Unfortunately, a wishing machine, invented by professor Keenbean, picked up the wish and made it come true. Now Richie finds himself in a parallel world where his only hope is to find professor Keenbean and the wishing machine so he can wish things back to normal. Written by Peter Huiskes;1998;G;84;['family', 'comedy'];['US'];Unknown;Unknown
398;For the Birds;One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird that tries to join them. The birds of a feather can't help but make fun of him - and their clique mentality proves embarrassing in the end.;2000;G;3;['comedy'];['US'];Unknown;Unknown
399;Belle's Magical World;"Belle, the Beast, Lumiere, Cogsworth and the rest of those zany castle residents use their imaginations to embark on three magical, storybook adventures. This direct-to-video anthology serves as a ""sequel"" to Disney's animated hit film. In ""The Perfect World,"" Belle and the Beast learn about forgiveness. In ""Fifi's Folly,"" Lumiere's girlfriend is jealous of his bond with Belle. And in ""Broken Wing,"" the Beast learns to be kind to an injured bird.";1998;G;92;['animation'];['US'];Unknown;Unknown
400;Meet the Deedles;Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.;1998;PG;93;['comedy', 'family', 'sport'];['US'];4.0;2943.0
401;Alley Cats Strike;A group of hip retro teenage outsiders become involved in an interschool bowling rivalry.;2000;G;87;['drama', 'comedy', 'family', 'sport'];['SUHH'];6.0;2328.0
402;The Thirteenth Year;A teen learns that his birth mother is a mermaid after he begins to grow fins and slimy scales on his thirteenth birthday.;1999;G;95;['comedy', 'fantasy', 'family'];['US'];5.9;5478.0
403;The Jungle Book: Mowgli's Story;Told from Mowgli's point of view, it's the story of how a boy became a mancub and a mancub became a man.;1998;G;77;['family'];['US'];Unknown;Unknown
404;Up, Up, and Away;A boy is the only family member without superpowers in this Disney Film. The world depends on him saving his family from computerized brainwashers. Will he realize that it doesn't take superpowers to be a hero in time to help them defeat the villains?;2000;G;77;['action', 'family', 'scifi', 'comedy', 'fantasy'];['US'];5.4;1985.0
405;Geri's Game;An aging codger named Geri plays a daylong game of chess in the park against himself. Somehow, he begins losing to his livelier opponent. But just when the game's nearly over, Geri manages to turn the tables.;1997;G;4;['animation', 'family', 'european'];['US'];Unknown;Unknown
