;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
0;Five Came Back: The Reference Films;"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""";1945;TV-MA;['documentation'];['US'];1.0;Unknown;Unknown
5;Monty Python's Flying Circus;A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.;1969;TV-14;['comedy', 'european'];['GB'];4.0;8.8;73424.0
26;Monty Python's Fliegender Zirkus;Monty Python's Fliegender Zirkus consisted of two 45-minute Monty Python German television comedy specials produced by WDR for West German television. The two episodes were first broadcast in January and December 1972 and were shot entirely on film and mostly on location in Bavaria, with the first episode recorded in German and the second recorded in English and then dubbed into German.;1972;TV-MA;['comedy'];[];1.0;8.1;2151.0
35;Seinfeld;A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.;1989;TV-PG;['comedy'];['US'];9.0;8.9;308824.0
44;Knight Rider;Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.;1982;TV-PG;['scifi', 'action', 'crime', 'drama'];['US'];4.0;6.9;34115.0
45;Thomas & Friends;Thomas & Friends is a British children's television series, which had its first broadcast on the ITV network on 4 September 1984. It is based on The Railway Series of books by the Reverend Wilbert Awdry and his son, Christopher Awdry. These books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional Island of Sodor. The books were based on stories Wilbert told to entertain his son, Christopher during his recovery from measles. From Series one to four, many of the stories are based on events from Awdry's personal experience.;1984;TV-Y;['animation', 'family', 'comedy', 'fantasy', 'drama', 'action', 'music'];['GB'];24.0;6.5;5104.0
46;Saved by the Bell;Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.;1989;TV-G;['family', 'comedy', 'romance'];['US'];5.0;7.1;35034.0
48;Wheel of Fortune;This game show sees contestants solve word puzzles, similar to those used in Hangman, to win cash and prizes determined by spinning a giant carnival wheel.;1983;TV-G;['family'];['US'];39.0;6.7;3145.0
53;Major Dad;Major Dad is an American sitcom created by Richard C. Okie and John G. Stephens, developed by Earl Pomerantz, that originally ran from 1989 to 1993 on CBS, starring Gerald McRaney as Major John D. MacGillis and Shanna Reed as his wife Polly. The cast also includes Beverly Archer, Matt Mulhern, Jon Cypher, Marisa Ryan, Nicole Dubuc and Chelsea Hertford.;1989;TV-PG;['comedy', 'family'];['US'];4.0;6.5;2922.0
55;Danger Mouse;Danger Mouse, the world's greatest secret agent, and his side-kick Penfold work to foil the evil schemes of Baron Greenback.;1981;TV-Y;['animation', 'comedy', 'family', 'scifi', 'european'];['GB'];10.0;7.4;3545.0
59;Fireman Sam;Follow the adventures of fireman Sam and his colleagues as they protect the citizens of the Welsh town of Pontypandy. Whenever the alarm sounds, brave Sam and his co-workers can be counted on to jump into a fire engine, hop onto a helicopter, or even launch an inflatable lifeboat to battle blazes, mount rescue missions, or provide medical attention to those in need.;1987;TV-Y;['animation', 'comedy', 'family', 'crime', 'european'];['GB'];13.0;6.1;1785.0
83;High Risk;"High Risk is a program aired by the CBS television network as part of its 1988 fall lineup.

The genesis of High Risk was a 1988 strike by members of both the Writers Guild of America, East and Writers Guild of America, west against the Alliance of Motion Picture and Television Producers. Unable to produce regular, scripted series, programs such as High Risk were put together to serve as replacements under fear of a two-year lockout.

The CBS 100% in-house production featured ""high-risk"" stunts and jobs such as Border Patrol agent, automobile repo men, cave explorers, and thrilling roller-coaster testers.

Intended as a two-year commitment, strike or no strike, High Risk received unanimous condemnations and was cancelled after being presented for one night. The show was hosted by Wayne Rogers.";1988;TV-PG;['comedy'];['US'];1.0;3.8;6.0
91;Survivor;A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players.;2000;TV-PG;['reality'];['US'];42.0;7.4;24687.0
93;Stargate SG-1;The story of Stargate SG-1 begins about a year after the events of the feature film, when the United States government learns that an ancient alien device called the Stargate can access a network of such devices on a multitude of planets. SG-1 is an elite Air Force special operations team, one of more than two dozen teams from Earth who explore the galaxy and defend against alien threats such as the Goa'uld, Replicators, and the Ori.;1997;TV-PG;['scifi', 'drama', 'action'];['CA', 'US'];10.0;8.4;90196.0
95;Pokémon;Join Ash accompanied by his partner Pikachu, as he travels through many regions, meets new friends and faces new challenges on his quest to become a Pokémon Master.;1997;TV-Y7;['action', 'scifi', 'animation', 'comedy', 'fantasy', 'family'];['JP'];25.0;7.4;198.0
100;One Piece;"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates. Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Luffy will do anything to get the One Piece and become King of the Pirates!";1999;TV-14;['animation', 'action', 'comedy', 'drama', 'fantasy'];['JP'];21.0;8.8;117129.0
101;The Challenge;Each Challenge pits numerous cast members from past seasons of reality shows against each other, dividing them into two separate teams according to different criteria, such as gender, which show they first appeared on, whether or not they're veterans or rookies on the show, etc. The two teams compete in numerous missions in order to win prizes and advance in the overall game.;1998;TV-14;['reality', 'comedy', 'drama', 'scifi'];['US'];37.0;7.8;3362.0
103;Cowboy Bebop;"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.";1998;TV-14;['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller'];['JP'];1.0;8.9;115448.0
107;Neon Genesis Evangelion;At the turn of the century, the Angels returned to Earth, seeking to wipe out humanity in an apocalyptic fury. Devastated, mankind's last remnants moved underground to wait for the day when the Angels would come back to finish the job. Fifteen years later, that day has come... but this time, humanity is ready to fight back with terrifying bio-mechanical weapons known as the Evangelions. Watch as Shinji, Rei, Asuka and the rest of the mysterious shadow agency Nerv battle to save earth from total annihilation.;1995;TV-14;['drama', 'scifi', 'animation', 'action', 'fantasy', 'thriller'];['JP'];1.0;8.5;66629.0
110;Gilmore Girls;Set in the charming town of Stars Hollow, Connecticut, the series follows the captivating lives of Lorelai and Rory Gilmore, a mother/daughter pair who have a relationship most people only dream of.;2000;TV-14;['comedy', 'drama'];['US'];8.0;8.2;121462.0
114;Power Rangers;A team of teenagers with attitude are recruited to save Angel Grove from the evil witch, Rita Repulsa, and later, Lord Zedd, Emperor of all he sees, and their horde of monsters.;1993;TV-Y7;['action', 'scifi', 'fantasy', 'family'];['US'];29.0;6.5;22110.0
117;Yu-Gi-Oh!;A timid young boy who loves all sorts of games, one day solves an ancient puzzle known as the Millennium Puzzle, causing his body to play host to a mysterious spirit with the personality of a gambler.;1998;TV-Y;['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama'];['JP'];7.0;7.3;21113.0
119;The Magic School Bus;An eccentric schoolteacher takes her class on wondrous educational field trips with the help of a magical school bus.;1994;TV-Y;['animation', 'scifi', 'comedy', 'family', 'fantasy'];['CA', 'US'];4.0;7.8;9829.0
120;Goosebumps;Anything can turn spooky in this horror anthology series based on the best-selling books by master of kid horror, R.L. Stine. In every episode, see what happens when regular kids find themselves in scary situations, and how they work to confront and overcome their fears.;1995;TV-PG;['scifi', 'thriller', 'family', 'fantasy', 'horror', 'music'];['US', 'CA'];4.0;7.6;13493.0
121;InuYasha;"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.";2000;TV-14;['scifi', 'action', 'fantasy', 'romance', 'animation', 'comedy', 'drama'];['JP'];9.0;7.9;15823.0
125;All That;The new kids of comedy bring the funny as All That, America’s #1 kid’s sketch comedy show, returns with a new cast and a few familiar faces. From Executive Producers Kenan Thompson and Kel Mitchell.;1994;TV-G;['comedy', 'family', 'music'];['US'];11.0;7.5;7718.0
134;Barney & Friends;"Barney & Friends is an American children's television series aimed at children from ages 2 to 5. The series, which first aired on April 6, 1992, features the title character Barney, a purple anthropomorphic Tyrannosaurus rex who conveys educational messages through songs and small dance routines with a friendly, optimistic attitude.

New episodes have not been produced since 2009; however reruns continue to air on various PBS stations.";1992;TV-G;['comedy', 'family'];['US'];14.0;3.8;9624.0
136;Kenan & Kel;Set in Chicago, the show follows the kid-friendly misadventures of two high-school friends who are always scheming and dreaming. Kenan, who works at a grocery store, constantly devises crazy plans to strike it rich, while orange-soda-loving buddy Kel is always dragged along for the ride despite his track record for messing things up.;1996;TV-Y7;['family', 'comedy'];['US'];4.0;7.8;15620.0
145;My First Errand;“Hajimete no Otsukai” (First Errand) is a Japanese TV show that follows small children as they carry out errands for their parents.;1991;TV-G;['documentation', 'family', 'reality'];['JP'];12.0;Unknown;Unknown
147;Cardcaptor Sakura;Sakura Kinomoto, an elementary school student who discovers that she possesses magical powers after accidentally freeing a set of magical cards from the book they had been sealed in for years. She is then tasked with retrieving those cards in order to avoid an unknown catastrophe from befalling the world.;1998;TV-Y7;['scifi', 'animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'romance'];['JP'];4.0;8.0;5008.0
149;Adventures of Sonic the Hedgehog;Follow the adventures of Sonic the Hedgehog, and his sidekick Tails, as they attempt to stop Dr. Robotnik and his array of robots from taking over the planet Mobius.;1993;TV-Y7;['scifi', 'animation', 'action', 'comedy', 'family', 'fantasy', 'western'];['US'];4.0;6.2;3902.0
151;Girlfriends;The series revolves around the friendship of four African-American women in different phases of their lives. They explore the many trials and tribulations that most women face today such as relationships, family, friends and other current issues that will interest most women. Whether it’s getting over a divorce, finding a career, or looking for true love, Girlfriends delivers along with comedy and wit.;2000;TV-PG;['drama', 'comedy'];['US'];8.0;7.2;4528.0
157;The Parkers;"The Parkers is an American sitcom that aired on UPN from August 30, 1999, to May 10, 2004. A spin-off of UPN's Moesha, The Parkers features the mother-daughter team of Nikki and Kim Parker. The Parkers' signature ""Heeyyy"" greeting became very popular in the early 2000s.";1999;TV-PG;['comedy'];['US'];5.0;6.8;2377.0
158;Sister, Sister;Twins Tia Landry and Tamera Campbell were separated and adopted at birth. Fourteen years later, they encounter each other by chance at the mall. After the families meet, Tia's widowed father agrees to let Tamera and her single mother move in with them.;1994;TV-PG;['comedy', 'drama', 'family'];['US'];6.0;6.2;12657.0
159;Moesha;Moesha was an American sitcom series that aired on the UPN network from January 23, 1996 to May 14, 2001. The series stars R&B singer Brandy Norwood as Moesha Mitchell, a high school student living with her family in the Leimert Park neighborhood of South Central Los Angeles. It was originally ordered as a pilot for the CBS network's 1995-1996 television season, who rejected. It was then picked up by UPN, who aired it as a mid-season replacement. It went on to become the biggest success for the nascent network and one of the greatest hits over the course of the network's entire run.;1996;TV-PG;['drama', 'comedy', 'family'];['US'];6.0;5.8;3747.0
160;Heartbreak High;The ins and outs of the classroom lives of a group of students who attend the fictional Hartley High School in Sydney.;1994;TV-MA;['drama', 'romance', 'comedy'];['AU'];7.0;7.8;3139.0
161;Oggy and the Cockroaches;Oggy, an anthropomorphic cat, would prefer to spend his days watching television and eating, but is continuously pestered by three roaches: Joey, Marky and Dee Dee. The cockroaches' slapstick mischief ranges from plundering Oggy's refrigerator to hijacking the train he just boarded. In many situations Oggy is also helped by Jack, who is more violent and short-tempered than him and is also annoyed by the cockroaches. Bob, a short-tempered bulldog, also appears in the show, and is Oggy's neighbor.;1999;TV-Y7;['animation', 'comedy', 'family', 'action', 'european'];['FR'];7.0;7.4;4281.0
165;Okupas;During the year 2000, Ricardo, Pollo, Walter and Chiqui occupied a house in the Buenos Aires neighborhood of Congreso. The four young people forge a strong friendship that leads them to go through different stories of crime, drugs and social marginalization.;2000;TV-MA;['drama', 'crime'];['AR'];1.0;9.0;2399.0
169;H;"H is a French sitcom with seventy-one, 22-minute episodes. The series was created by Kader Aoun, Xavier Matthieu and Éric Judor, and produced by Phillippe Berthe, Édouard Molinaro, Jean-Luc Moreau and Charles Némès. It ran from 24 October 1998 to 20 April 2002 on Canal+. In Canada, it is shown weekly on TV5.

The title ""H"" comes from the three words that characterize the series: Humour, Histoire et Hôpital.";1998;TV-MA;['comedy'];['FR'];4.0;7.4;1727.0
177;Escalona;The improbable real life of Rafael Escalona, who had no music education and became Colombia's king of vallenato music, chronicling everyday life.;1991;TV-MA;['drama'];['CO'];1.0;Unknown;Unknown
216;Breaking Bad;When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.;2008;TV-MA;['drama', 'crime', 'thriller'];['US'];5.0;9.5;1775990.0
217;Top Gear;"This fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. The long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. The current hosts are Paddy Mcguinness, Chris Harris and Andrew ""Freddie"" Flintoff.";2002;TV-PG;['comedy', 'reality', 'european', 'music'];['GB'];32.0;8.7;117240.0
218;The Walking Dead;Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.;2010;TV-MA;['action', 'drama', 'scifi', 'horror', 'thriller'];['US'];11.0;8.2;956604.0
219;Supernatural;When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ;2005;TV-14;['scifi', 'horror', 'thriller', 'drama', 'fantasy'];['US'];15.0;8.4;434081.0
222;The Great British Baking Show;Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain's best amateur baker.;2010;TV-PG;['reality', 'european'];['GB'];12.0;8.6;9856.0
223;30 Rock;Liz Lemon, the head writer for a late-night TV variety show in New York, tries to juggle all the egos around her while chasing her own dream.;2006;TV-14;['comedy', 'sport'];['US'];7.0;8.3;122698.0
224;Borgen;40-year old political leader Birgitte Nyborg secures her party a landslide victory through her idealism and huge effort, then faces the biggest challenge of her life: how most effectively to use the newly won seats, and how far she is willing to go in order to gain as much influence as possible.;2010;TV-MA;['drama', 'european'];['DK'];4.0;8.5;25485.0
225;Community;Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.;2009;TV-PG;['comedy'];['US'];6.0;8.5;257221.0
227;Grey's Anatomy;Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.;2005;TV-14;['drama', 'romance'];['US'];19.0;7.6;299165.0
228;Arrested Development;The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.;2003;TV-MA;['comedy'];['US'];5.0;8.7;300445.0
229;Heartland;Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?;2007;TV-PG;['drama', 'family'];['CA'];15.0;8.4;16337.0
230;The Staircase;Academy Award-winning documentary filmmaker, Jean-Xavier de Lestrade, presents a gripping courtroom thriller, offering a rare and revealing inside look at a high-profile murder trial. In 2001, author Michael Peterson was arraigned for the murder of his wife Kathleen, whose body was discovered lying in a pool of blood on the stairway of their home. Granted unusual access to Peterson's lawyers, home and immediate family, de Lestrade's cameras capture the defense team as it considers its strategic options. The series is an engrossing look at contemporary American justice that features more twists than a legal bestseller.;2004;TV-MA;['crime', 'documentation', 'drama'];['FR'];2.0;7.8;21531.0
232;NCIS;From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.;2003;TV-14;['crime', 'action', 'thriller', 'drama', 'comedy'];['US'];20.0;7.8;143846.0
233;Avatar: The Last Airbender;In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.;2005;TV-Y7;['scifi', 'animation', 'action', 'family', 'fantasy'];['US'];3.0;9.3;303666.0
235;Friday Night Lights;The trials and triumphs of life in the small town of Dillon, Texas, where high school football is everything.;2006;TV-14;['drama', 'sport'];['US'];5.0;8.7;65199.0
236;The IT Crowd;Two I.T. nerds and their clueless female manager, who work in the basement of a very successful company. When they are called on for help, they are never treated with any respect at all.;2006;TV-14;['comedy', 'european'];['GB'];5.0;8.5;149586.0
238;The Spectacular Spider-Man;Having spent the summer engaging common criminals with his new-found powers, not so typical 16-year-old Peter Parker must conceal his secret identity and battle super-villains in the real world as he enters his junior year of high school.;2008;TV-Y7;['action', 'animation', 'family', 'scifi', 'comedy'];['US'];2.0;8.3;14996.0
240;Zoey 101;"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.";2005;TV-G;['drama', 'comedy', 'family', 'romance'];['US'];4.0;6.1;15808.0
243;DEATH NOTE;Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?;2006;TV-14;['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime'];['JP'];1.0;9.0;309445.0
244;The Vampire Diaries;The story of two vampire brothers obsessed with the same girl, who bears a striking resemblance to the beautiful but ruthless vampire they knew and loved in 1864.;2009;TV-14;['drama', 'scifi', 'horror', 'romance', 'thriller', 'fantasy'];['US'];8.0;7.7;314422.0
245;Naruto;In another world, ninja are the ultimate power, and in the Village Hidden in the Leaves live the stealthiest ninja in the land. Twelve years earlier, the fearsome Nine-Tailed Fox terrorized the village and claimed many lives before it was subdued and its spirit sealed within the body of a baby boy. That boy, Naruto Uzumaki, has grown up to become a ninja-in-training who's more interested in pranks than in studying ninjutsu.. but Naruto is determined to become the greatest ninja ever!;2002;TV-PG;['animation', 'action', 'scifi', 'comedy', 'fantasy', 'thriller'];['JP'];6.0;8.4;96729.0
248;My Little Pony: Friendship Is Magic;"""Get your muzzle out of those books and make some friends!"" That's what Princess Celestia tells Twilight Sparkle. She may be the smartest unicorn in Equestria, but Twilight Sparkle gets an ""incomplete"" in friendship. There's more to life than learning magic, after all -- so she goes to Ponyville on a mission to make friends. There she meets five special ponies who take her on exciting adventures and teach her the most powerful magic of all ... the magic of friendship!";2010;TV-Y7;['comedy', 'scifi', 'animation', 'fantasy', 'family', 'drama', 'music'];['CA', 'US'];9.0;7.6;20910.0
250;Chappelle's Show;Dave Chappelle's singular point of view is unleashed through a combination of laidback stand-up and street-smart sketches.;2003;TV-14;['comedy', 'music'];['US'];3.0;8.8;63107.0
254;Victorious;Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.;2010;TV-G;['comedy', 'family', 'drama', 'music', 'romance', 'sport'];['US'];4.0;6.9;24838.0
259;Trailer Park Boys;Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.;2001;TV-MA;['comedy', 'crime'];['CA'];12.0;8.6;42733.0
261;America's Next Top Model;Aspiring models compete for a chance to break into the business with a panel of judges critiquing their progress throughout the competition.;2003;TV-14;['reality'];['US'];24.0;5.6;17905.0
268;The Fairly OddParents;The zany, fast-paced adventures of a 10-year-old boy and his fairy godparents, who inadvertently create havoc as they grant wishes for their pint-sized charge.;2001;TV-Y7;['comedy', 'scifi', 'animation', 'family', 'fantasy'];['CA', 'US'];10.0;7.2;38046.0
271;Ned's Declassified School Survival Guide;"The whacky adventures of Ned Bigby and his best pals Moze and Cookie at James K. Polk Middle School, as ""every-kid"" Ned shatters the fourth wall to share tips and tricks on navigating middle school or junior high hurdles. Ned's not super cool, and he has no superpowers. He is, however, witty, well-groomed, upbeat and self-aware. Moreover, with more than a little help from his two best friends, he's equipped to conquer middle school minefields. From crushing bullies to crushes, from off- the-wall, mean and cool teachers to pop quizzes, elections and detentions, Ned knows that nothing, including the seventh grade, is as bad as it seems, and friendship matters most.";2004;TV-G;['family', 'comedy'];['US'];3.0;7.4;17864.0
277;iCarly;Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.;2007;TV-G;['comedy', 'family', 'romance'];['US'];6.0;6.7;38877.0
284;Merlin;The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.;2008;TV-PG;['action', 'drama', 'scifi', 'fantasy', 'european'];['GB'];5.0;7.9;80927.0
285;Transformers: Prime;Roll out with Optimus Prime, Bumblebee, Arcee, Ratchet, Bulkhead, and the rest of the heroic Autobots as they battle the evil Decepticons. Now that big bad Megatron has returned with a mysterious and dangerous element, Team Prime must prepare for an epic battle.;2010;TV-Y7;['action', 'animation', 'comedy', 'drama', 'family', 'scifi'];['US'];4.0;7.9;6636.0
287;The Mole;"Players working as a team complete a series of difficult physical and psychological tests, each worth a set amount of money. One of the players, however, is a ""Mole"" or saboteur, whose goal is to foil the efforts of the other players without revealing his or her identity. At the end of each episode, the group is given a quiz on The Mole's identity. The player who knows the least information about The Mole is then immediately sent home. In the final episode, The Mole is revealed and the one remaining player wins the jackpot, up to $1,000,000.";2001;TV-14;['reality'];['BE', 'US'];5.0;7.6;1155.0
288;Offspring;An exuberant drama set in Melbourne's Fitzroy, centering on Nina Proudman and her struggle to deal with her fabulously messy family, her hunt for a decent love life and her tendency to overthink and fly off into fantasy.;2010;Unknown;['drama', 'comedy'];['AU'];7.0;8.3;4880.0
290;Code Geass: Lelouch of the Rebellion;Japan has been invaded and conquered by the Britannian Empire. Japan is now known as Area 11 and its citizens known as Elevens. The Britannian Empire takes away Japan's autonomous power and imposes its rule through the use of Knightmares. The Empire's rule has never faltered, but cracks have begun to show...;2006;TV-14;['scifi', 'action', 'animation', 'drama', 'war', 'thriller'];['JP'];3.0;8.7;62367.0
301;Gurren Lagann;In the distant future, mankind has lived quietly and restlessly underground for hundreds of years, subject to earthquakes and cave-ins. Living in one such village are 2 young men: one named Simon who is shy and naïve, and the other named Kamina who believes in the existence of a “surface” world above their heads.;2007;TV-14;['action', 'scifi', 'animation', 'comedy', 'drama'];['JP'];1.0;8.3;17024.0
303;Dead Set;Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...;2008;TV-MA;['scifi', 'reality', 'thriller', 'comedy', 'drama', 'horror', 'european'];['GB'];1.0;7.6;19812.0
305;Winx Club;In a magical universe, witches, warriors begin fighting in the name of good .vs. evil! At a magic school, five teenage girls are selected to defend the universe with their magic.;2004;TV-G;['animation', 'action', 'comedy', 'family', 'fantasy', 'thriller', 'european'];['IT'];8.0;6.2;6700.0
308;Octonauts;"The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.

The Octonauts follows an underwater exploring crew made up of stylized anthropomorphic animals, a team of eight adventurers who live in an undersea base, the Octopod, from where they go on undersea adventures with the help of a fleet of aquatic vehicles.

The subject matter is reminiscent of Star Trek and Thunderbirds blended with Jacques Cousteau. Although it is science fiction as regards its technology, the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.";2010;TV-Y;['action', 'animation', 'comedy', 'family'];['GB'];7.0;7.6;1083.0
309;Sonic X;Sonic and his friends team up with 12 year old Christopher to collect all the Chaos Emeralds and defeat the evil Dr. Eggman.;2003;TV-Y7;['family', 'animation', 'action', 'comedy', 'drama', 'thriller', 'fantasy', 'scifi'];['JP'];3.0;6.2;4709.0
318;H2O: Just Add Water;H2O: Just Add Water revolves around three teenage girls facing everyday teen problems with an added twist: they cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.;2006;TV-PG;['scifi', 'drama', 'family', 'fantasy'];['AU'];3.0;7.2;15179.0
320;Still Game;Cult Scottish comedy about the lives of two OAP's (Old Age Pensioners) Jack and Victor and their views on how it used to be in the old days and how bad it is now in the fictional town of Craiglang.;2002;TV-14;['comedy', 'european'];['GB'];9.0;8.9;7689.0
324;Black Butler;In Victorian-era London, on the night of Ciel Phantomhive's tenth birthday a fire destroyed his manor and killed both of his parents. In a moment of death Ceil strikes a deal with a demon, his soul in exchange for revenge. This demon becomes his butler and calls himself by name of Sebastian Michaelis, to protect and serve Ciel until the deal has been completed. One month after the fire Ciel returns from being missing, with his new butler Sebastian. Ceil is now the head of the Phantomhive corporation, handling all business affairs as well as the work as the Queen of England’s guard dog and looking for his parents murders.;2008;TV-MA;['scifi', 'animation', 'drama', 'thriller', 'comedy', 'fantasy', 'action', 'horror', 'crime'];['JP'];3.0;8.2;1877.0
329;The 4400;4400 centers on the return of 4400 people who, previously presumed dead or reported missing, reappear on Earth. Though they have not aged physically, some of them seem to have deeper alterations ranging from superhuman strength to an unexplained healing touch. A government agency is formed to track the 4400 people after one of them commits a murder.;2004;TV-14;['drama', 'scifi', 'thriller'];['US'];4.0;7.3;45249.0
331;Strawberry Shortcake;Strawberry and her friends, including her sister, Apple Dumplin', and her pony, Honey Pie, embark on sweet-smelling adventures in Strawberryland.;2003;TV-Y;['animation', 'family'];['US'];4.0;7.0;13.0
332;Shaun the Sheep;Shaun the Sheep thinks and acts like a person in a barnyard, which usually gets him into trouble. The farmer's sheepdog, Bitzer, tries to keep Shaun and his friends out of trouble. The farmer is oblivious to the humanlike features of his flock, who are like one big, happy family.;2007;TV-G;['animation', 'comedy', 'family', 'european'];['GB'];6.0;8.1;28.0
