;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
4356;Bread Barbershop;In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.;2020;TV-Y;['animation'];['KR'];2.0;7.4;132.0
4358;뽀로로 동화나라;Unknown;2020;TV-Y;['animation'];['KR'];1.0;Unknown;Unknown
4364;Six Windows in the Desert;From a theatre play to the aftermath of a plane crash, this collection of shorts from Saudi filmmakers depicts the nuances of Saudi Arabian culture.;2020;TV-14;['drama', 'scifi', 'comedy', 'history'];['SA'];1.0;4.3;3104.0
4373;Sexy Central;In the bustling center of Hong Kong, five women reckon with betrayal, unrequited love and other matters of the heart;2019;TV-MA;['comedy'];['HK'];1.0;Unknown;Unknown
4379;Bhaag Beanie Bhaag;Facing disapproving parents, a knotty love life and her own inner critic, an aspiring comic ditches her cushy but unsatisfying life to pursue stand-up.;2020;Unknown;['drama'];['IN'];1.0;Unknown;Unknown
4385;Green Door;A troubled psychologist returns from the U.S. and sets up a clinic in Taiwan, where mysterious patients and uncanny events shed light on his murky past.;2019;Unknown;['drama', 'comedy', 'horror', 'thriller'];['TW'];1.0;6.4;131.0
4388;Booba: Food Puzzle;In a cozy kitchen, in the spotlight meet everyone's favorite, Booba. Today he's a chef and co-hosting a cooking show. Gather in front of the screen with your parents or friends and cook with Booba. As usual, Booba is curious, impetuous, and has a wild imagination. Together with his friends Loola and Spike, Booba will show you how to make funky and tasty dishes. Best of all, when you're finished you can eat them all.;2020;TV-Y;['comedy', 'family', 'animation'];[];1.0;8.3;30.0
4393;Fary: Hexagone;French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.;2020;TV-MA;['comedy'];['FR'];1.0;6.2;129.0
4394;Nailed It! Germany;Home cooks try -- and inevitably fail -- to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.;2020;TV-14;['reality'];['DE'];1.0;5.7;102.0
4402;Nailed It! Mexico;The fun, fondant and hilarious cake fails head to Mexico, where very amateur bakers compete to re-create elaborate sweet treats for a cash prize.;2019;TV-PG;['reality'];['MX'];3.0;6.2;308.0
4407;Valentino;"Nour Abdel Mejid, AKA Valentino, owns a number of international schools, ""Valentino Schools"", run by him and his domineering wife with whom he's not in agreement. Their disagreements, however, get them on several adventures and reveals many surprises along the way.";2020;TV-14;['comedy'];['EG'];1.0;5.2;225.0
4419;No hay tiempo para la vergüenza;Follows the life and misadeventures of the eccentric fashion designer Santiago Artemis.;2019;Unknown;['reality'];[];1.0;5.8;82.0
4424;Badanamu Stories;Badanamu Stories explore themes central to the lives of preschool children but in ways that inject whimsy, imagination, and wonder into the everyday.;2020;TV-Y;['animation'];[];1.0;5.6;9.0
4426;Word Party Songs;Sing along and dance with Bailey, Franny, Kip, Lulu and Tilly in this collection of music videos that will get you in the mood to move and groove!;2020;TV-Y;['animation', 'family'];[];1.0;3.6;18.0
4427;Bangkok Love Stories: Plead;When a blind fortune teller decides to love a confident girl, who doesn't believe in fate, even the horoscope of both will be very strongly, that may cause his fate to be absent...;2019;Unknown;['drama'];['TH'];1.0;7.2;58.0
4430;The 43;This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.;2019;TV-MA;['documentation', 'war'];['MX'];1.0;7.1;143.0
4431;Kings of Jo'Burg;The Masire brothers rule Johannesburg's criminal underworld, but a supernatural family curse and a tangled web of betrayal threaten to destroy them.;2020;TV-MA;['crime', 'thriller'];['ZA'];1.0;5.0;499.0
4432;Bad Boy Billionaires: India;This investigative docuseries explores the greed, fraud and corruption that built up - and ultimately brought down - India's most infamous tycoons.;2020;TV-14;['crime', 'documentation'];['XX'];1.0;7.9;3057.0
4436;Spectros;A group of teenagers gets unintentionally involved in a conflict between Japanese Shinto ghosts and Brazilian witchcraft.;2020;TV-MA;['scifi'];['BR'];1.0;Unknown;Unknown
4439;The Unremarkable Juanquini;An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.;2020;TV-MA;['comedy'];['CO'];2.0;4.3;191.0
4446;Encounters;To please her mother, a woman sets out to find a husband, and makes an ambitious plan to find a match -- and get married -- within one year.;2019;TV-PG;['comedy'];[];1.0;Unknown;Unknown
4450;Wait, My Youth;A story about the naivety of young love, the pureness, and beauty of friendship and the warmth of family surrounding a group of friends. Su Can Can loves learning about literary works. In her adolescence, she meets her best friends....;2019;TV-PG;['drama', 'romance'];['CN'];1.0;8.0;122.0
4452;Voices of Fire;Pharrell Williams's hometown community leaders attempt to build one of the world's most inspiring gospel choirs.;2020;TV-PG;['music', 'reality'];['US'];1.0;6.8;388.0
4455;The Defected;A thrilling story revolving around a policeman who becomes embroiled in a conspiracy plaguing the high-ranking officials due to an incident that almost cost him his life.;2019;TV-14;['drama', 'crime'];['HK'];1.0;7.4;70.0
4458;Country Ever After;Country artist Coffey Anderson and his wife, hip-hop dancer Criscilla, juggle family life, career goals and tests of faith in this reality series.;2020;TV-PG;['reality', 'music'];['US'];1.0;6.4;170.0
4463;Dollar;Tarek is given the task to come up with a million-dollar idea for the launch of a new bank. An idea strikes him, but he will only reveal it to the CEO, making Zeina, the CEO's assistant played by Bouchoucha, suspicious.;2019;Unknown;['action', 'drama', 'romance'];['LB'];1.0;6.6;602.0
4473;Bookmarks: Celebrating Black Voices;Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism.;2020;TV-G;['family'];['US'];1.0;5.0;163.0
4484;A Perfect Day for Arsenide;A Perfect Day for Arsenide adapts ten stories from the same-titled novel by Hong Kong writer Pizza, the author of Lost On A Red Mini Bus To Taipo. Spanning suspense, horror, comedy, fantasy and more, the inventive series rolls out whimsical and bizarre stories about the absurdity of life in the wild city of Hong Kong.;2020;TV-MA;['drama', 'romance'];['HK'];1.0;5.0;18.0
4488;I Have A Script;After the death of a loved one, a woman decides to pursue her passion for writing by penning television scripts.;2019;TV-14;['drama'];['KW'];1.0;Unknown;Unknown
4495;糖糖Online;When a wardrobe malfunction goes viral, a bubbly live streamer struggles to navigate her classmates' cruel judgment and the small town she lives in.;2019;TV-MA;['drama', 'family'];['TW'];1.0;5.4;22.0
4498;Southern Survival;The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders.;2020;Unknown;['reality'];['US'];1.0;5.2;462.0
4499;Answer for Heaven;"A righteous fallen angel must work with a rating-obsessed reporter to investigate crimes as journalists in a highly competitive newsroom.

(Source: Netflix)";2019;Unknown;['drama', 'comedy', 'crime'];['TH'];1.0;Unknown;Unknown
4514;Styling Hollywood;Stylist and interior designer Jason Bolden and husband Adair Curtis of JSN Studio make the magic happen on the red carpet and at home for A-listers.;2019;TV-14;['reality'];['US'];1.0;6.6;361.0
4524;Bangkok Buddies;Living under the same roof, a group of unabashed friends wrestle with everyday issues from financial woes and shared quarters to romantic misfires.;2019;TV-MA;['drama', 'comedy'];['TH'];1.0;6.8;17.0
4587;DeMarcus Family Rules;Rascal Flatts bassist Jay DeMarcus and ex-beauty queen Allison DeMarcus write their own rules for juggling family and fun in this reality show.;2020;TV-14;['reality'];['US'];1.0;6.4;112.0
4591;Baewatch: Parental Guidance;Couples go on a romantic getaway to test their relationships, not knowing their families are calling the shots and cringing over their every move.;2019;TV-MA;[];[];1.0;Unknown;Unknown
4596;The Charming Stepmom;A quirky fashion student becomes the nanny of a handsome widower’s three kids, experiencing a series of silly antics and schemes.;2019;TV-14;['family', 'romance', 'comedy'];['TH'];1.0;7.9;18.0
4607;Arashi's Diary: Voyage;Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world.;2019;TV-Y7;['documentation', 'music'];['JP'];1.0;7.8;44.0
4609;The House Arrest of Us;A long-term couple finally decides to get engaged, and per Filipino pre-wedding tradition, the groom-to-be and his family go to his fiancée's family to settle the union. A series of unfortunate events follow as a pandemic hits, with the government suddenly implementing an Enhanced Community Quarantine. Now the would-be bride and groom, joined by their warring families, must live under one roof during a mandated lockdown.;2020;TV-MA;['comedy', 'romance'];['PH'];1.0;5.5;116.0
4616;Children of Adam;Scandals and conflicts of society figures from different backgrounds revealing exciting events linking Ghassan and Judge Rima with Saad and Maya.;2020;TV-14;['drama', 'action'];['LB'];1.0;7.7;186.0
4620;Nailed It! France;On this fun and funny competition show, home bakers talented in catastrophe struggle to re-create dessert masterpieces and win a 5,000 euro prize.;2019;TV-14;['reality'];[];1.0;6.5;112.0
4624;Mighty Little Bheem: Festival of Colors;From surprising stage performances to spraying colors with friends, join baby Bheem for all his Holi hijinks during the special spring festival.;2020;Unknown;['animation', 'comedy'];[];1.0;7.2;36.0
4629;Ladies Up;Rising India-based comics Prashasti Singh, Kaneez Surka, Supriya Joshi, and Niveditha Prakasam bring no-holds-barred humor to this stand up series;2020;Unknown;['reality', 'comedy'];['IN'];1.0;4.3;237.0
4632;In the Bosom of a Thorn;After the invasion of Kuwait, a woman's infant daughter is taken from her. Now, her daughter looks to make her way back home years later.;2019;TV-14;['drama'];[];1.0;7.2;50.0
4646;True Tunes;True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs.;2019;TV-Y7;['family', 'animation'];['US'];1.0;8.0;13.0
4655;The Good Bandit;"""The Good Bandit"" introduces the new narco-comedy genre that, for the first time, presents a drug lord who repents of the choices he has made, willing to change his life away from the crimes and sins of his past. This story will show the funny situations that a bandit, who wants to learn how to be good, must confront. His path to redemption will be complicated as he will have to make a huge effort to get away from the temptations that the world brings outside of the law.";2019;Unknown;['comedy', 'crime', 'drama', 'family'];['CO'];1.0;7.8;99.0
4672;Cairo's Class;The experiences of the first group of Kuwaiti students studying in Egypt in 1956 and the story of their different journeys.;2019;TV-14;['drama'];['KW'];1.0;Unknown;Unknown
4675;마법버스 타요;Unknown;2020;TV-Y7;[];['KR'];1.0;Unknown;Unknown
