;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes
304;Pather Panchali;Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.;1955;Unknown;122;['drama'];['IN'];8.3;31339.0
305;Lady Snowblood;Yuki's family is nearly wiped out before she is born due to the machinations of a band of criminals. These criminals kidnap and brutalize her mother but leave her alive. Later her mother ends up in prison with only revenge to keep her alive. She creates an instrument for this revenge by purposefully getting pregnant. Yuki never knows the love of a family but only killing and revenge.;1973;Unknown;97;['thriller', 'drama', 'action'];['JP'];7.6;14070.0
306;Wild Strawberries;Crotchety retired doctor Isak Borg travels from Stockholm to Lund, Sweden, with his pregnant and unhappy daughter-in-law, Marianne, in order to receive an honorary degree from his alma mater. Along the way, they encounter a series of hitchhikers, each of whom causes the elderly doctor to muse upon the pleasures and failures of his own life. These include the vivacious young Sara, a dead ringer for the doctor's own first love.;1957;Unknown;91;['drama', 'european', 'romance'];['SE'];8.1;105522.0
307;The Young Girls of Rochefort;Delphine and Solange are two sisters living in Rochefort. Delphine is a dancing teacher and Solange composes and teaches the piano. Maxence is a poet and a painter. He is doing his military service. Simon owns a music shop, he left Paris one month ago to come back where he fell in love 10 years ago. They are looking for love, looking for each other, without being aware that their ideal partner is very close...;1967;G;126;['romance', 'comedy', 'drama', 'european'];['FR'];7.7;10069.0
308;Sisters;Inquisitive journalist Grace Collier is horrified when she witnesses her neighbor, fashion model Danielle Breton, violently murder a man. Panicking, she calls the police. But when the detective arrives at the scene and finds nothing amiss, Grace is forced to take matters into her own hands. Her first move is to recruit private investigator Joseph Larch, who helps her to uncover a secret about Danielle's past that has them both seeing double.;1973;R;93;['horror', 'thriller'];['US'];6.9;17725.0
309;Chimes at Midnight;"The culmination of Orson Welles’s lifelong obsession with Shakespeare’s robustly funny and ultimately tragic antihero, Sir John Falstaff; the often soused friend of King Henry IV’s wayward son Prince Hal.  Integrating elements from both Henry IV plays as well as Richard II, Henry V, and The Merry Wives of Windsor.";1965;Unknown;115;['comedy', 'drama', 'european', 'history', 'war'];['ES', 'CH'];7.2;9.0
310;La Strada;When Gelsomina, a naïve young woman, is purchased from her impoverished mother by brutish circus strongman Zampanò to be his wife and partner, she loyally endures her husband's coldness and abuse as they travel the Italian countryside performing together. Soon Zampanò must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving Zampanò.;1954;Unknown;115;['drama', 'european'];['IT'];8.0;62468.0
311;Scenes from a Marriage;Johan and Marianne are married and seem to have it all. Their happiness, however, is a façade for a troubled relationship, which becomes even rockier when Johan admits that he's having an affair. Before long, the spouses separate and move towards finalizing their divorce, but they make attempts at reconciling. Even as they pursue other relationships, Johan and Marianne realize that they have a significant bond, but also many issues that hinder that connection.;1974;PG;169;['romance', 'drama', 'european'];['SE'];8.4;6515.0
312;Cléo from 5 to 7;Agnès Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one woman’s life, Cléo from 5 to 7 is a spirited mix of vivid vérité and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.;1962;Unknown;90;['drama', 'european', 'comedy', 'music'];['FR', 'IT'];7.9;21414.0
313;Floating Weeds;A troupe of travelling players arrive at a small seaport in the south of Japan. Komajuro Arashi, the aging master of the troupe, goes to visit his old flame Oyoshi and their son Kiyoshi, even though Kiyoshi believes Komajuro is his uncle. The leading actress Sumiko is jealous and so, in order to humiliate the master, persuades the younger actress Kayo to seduce Kiyoshi.;1959;Unknown;119;['drama'];['JP'];8.0;7960.0
314;Brewster McCloud;Brewster is an owlish, intellectual boy who lives in a fallout shelter of the Houston Astrodome. He has a dream: to take flight within the confines of the stadium. Brewster tells those he trusts of his dream, but displays a unique way of treating others who do not fit within his plans.;1970;R;105;['fantasy', 'comedy'];['US'];6.8;5031.0
315;Amarcord;In an Italian seaside town, young Titta gets into trouble with his friends and watches various local eccentrics as they engage in often absurd behavior. Frequently clashing with his stern father and defended by his doting mother, Titta witnesses the actions of a wide range of characters, from his extended family to Fascist loyalists to sensual women, with certain moments shifting into fantastical scenarios.;1973;R;123;['drama', 'european', 'romance', 'comedy', 'family'];['IT'];7.9;43080.0
316;Cries and Whispers;As Agnes slowly dies of cancer, her sisters are so deeply immersed in their own psychic pains that they can't offer her the support she needs. Maria is wracked with guilt at her husband's attempted suicide, caused by his discovery of her extramarital affair. The self-loathing, suicidal Karin seems to regard her sister with revulsion. Only Anna, the deeply religious maid who lost her young child, seems able to offer Agnes solace and empathy.;1972;R;95;['drama', 'european'];['SE'];8.0;33669.0
317;Brigadoon;Americans Jeff and Tommy, hunting in Scotland, stumble upon a village - Brigadoon. They soon learn that the town appears once every 100 years in order to preserve its peace and special beauty. The citizens go to bed at night and when they wake up, it's 100 years later. Tommy falls in love with a beautiful young woman, Fiona, and is torn between staying or going back to his hectic life in New York.;1954;G;108;['romance', 'fantasy', 'music'];['US'];6.8;8384.0
318;Night and Fog;Filmmaker Alain Resnais documents the atrocities behind the walls of Hitler's concentration camps.;1955;Unknown;32;['history', 'documentation', 'war', 'european'];['FR'];Unknown;Unknown
319;The Frisco Kid;Rabbi Avram arrives in Philadelphia from Poland en route to San Francisco where he will be a congregation's new rabbi. An innocent and inexperienced traveller, he is tricked by con men to pay for the trip to go west, then they leave him and his belongings scattered along a deserted road. He is befriended by a stranger, Tommy, who is a bank robber and have many adventures during their journey.;1979;PG;114;['western', 'comedy', 'drama'];['US'];6.3;10488.0
320;The Flight of the Phoenix;A cargo aircraft crashes in a sandstorm in the Sahara with less than a dozen men on board. One of the passengers is an airplane designer who comes up with the idea of ripping off the undamaged wing and using it as the basis for a replacement aircraft they will build to escape before their food and water run out.;1965;Unknown;136;['action', 'drama'];['US'];7.5;20279.0
321;The Great Race;Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.;1965;Unknown;160;['romance', 'action', 'family', 'comedy', 'western', 'sport'];['US'];7.2;17754.0
322;Z;Repression is the rule of the day in this film that skewers Greek governance of the 1960s. Z, a leftist rabble rouser, is killed in what appears to be a traffic accident. But given the political climate, the death of such a prominent activist raises troubling questions. Though it's too late to save Z's life, a postmortem examination suggests that the ruling party was behind his death. As the facts leak out, those who tell the truth pay the price for their honesty.;1969;Unknown;126;['thriller', 'european', 'crime', 'drama', 'history'];['DZ', 'FR'];8.2;28153.0
323;Girlfriends;A photographer and her best friend are roommates. She is stuck with small-change shooting jobs and dreams of success. When her roommate decides to get married and leave, she feels hurt and has to learn how to deal with living alone.;1978;PG;86;['comedy', 'drama'];['US'];7.2;2361.0
324;Onibaba;While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.;1964;NC-17;102;['horror', 'drama', 'thriller'];['JP'];7.9;18694.0
325;Through a Glass Darkly;Karin hopes to recover from her recent stay at a mental hospital by spending the summer at her family's cottage on a tiny island. Her husband, Martin, cares for her but is frustrated by her physical withdrawal. Her younger brother, Minus, is confused by Karin's vulnerability and his own budding sexuality. Their father, David, cannot overcome his haughty remoteness. Beset by visions, Karin descends further into madness.;1961;Unknown;91;['drama', 'european'];['SE'];8.0;25025.0
326;L'Avventura;Claudia and Anna join Anna's lover, Sandro, on a boat trip to a remote volcanic island. When Anna goes missing, a search is launched. In the meantime, Sandro and Claudia become involved in a romance despite Anna's disappearance, though the relationship suffers from guilt and tension.;1960;Unknown;144;['thriller', 'drama', 'european', 'romance', 'family'];['IT', 'FR'];7.8;29329.0
327;Jules and Jim;In the carefree days before World War I, introverted Austrian author Jules strikes up a friendship with the exuberant Frenchman Jim. Both men fall for the impulsive and beautiful Catherine, but it's Jules who wins her hand. After the war, Jim visits Jules, Catherine and their daughter in their Austrian home and discovers not only that his feelings for Catherine are unchanged, but also that they're reciprocated.;1962;Unknown;110;['romance', 'european', 'drama'];['FR'];7.7;40910.0
328;Love in the Afternoon;Lovestruck conservatory student Ariane pretends to be just as much a cosmopolitan lover as the worldly mature Frank Flannagan hoping that l’amour will take hold.;1957;Unknown;130;['drama', 'romance', 'comedy', 'crime'];['US'];7.1;15435.0
329;Gimme Shelter;A detailed chronicle of the famous 1969 tour of the United States by the British rock band The Rolling Stones, which culminated with the disastrous and tragic concert held on December 6 at the Altamont Speedway Free Festival, an event of historical significance, as it marked the end of an era: the generation of peace and love suddenly became the generation of disillusionment.;1970;R;92;['documentation', 'music', 'thriller'];['US'];7.8;11842.0
330;Dont Look Back;In this wildly entertaining vision of one of the twentieth century’s greatest artists, Bob Dylan is surrounded by teen fans, gets into heated philosophical jousts with journalists, and kicks back with fellow musicians Joan Baez, Donovan, and Alan Price.;1967;Unknown;96;['documentation', 'music'];['US'];7.9;9333.0
331;Kwaidan;"Taking its title from an archaic Japanese word meaning ""ghost story,"" this anthology adapts four folk tales. A penniless samurai marries for money with tragic results. A man stranded in a blizzard is saved by Yuki the Snow Maiden, but his rescue comes at a cost. Blind musician Hoichi is forced to perform for an audience of ghosts. An author relates the story of a samurai who sees another warrior's reflection in his teacup.";1964;Unknown;183;['fantasy', 'drama', 'horror'];['JP'];7.9;17353.0
332;Harlan County U.S.A.;This film documents the coal miners' strike against the Brookside Mine of the Eastover Mining Company in Harlan County, Kentucky in June, 1973. Eastovers refusal to sign a contract (when the miners joined with the United Mine Workers of America) led to the strike, which lasted more than a year and included violent battles between gun-toting company thugs/scabs and the picketing miners and their supportive women-folk. Director Barbara Kopple puts the strike into perspective by giving us some background on the historical plight of the miners and some history of the UMWA.;1977;PG;103;['documentation'];['US'];8.2;5772.0
333;La Notte;A day in the life of an unfaithful married couple and their steadily deteriorating relationship in Milan.;1961;Unknown;122;['drama', 'european'];['IT', 'FR'];8.0;20742.0
334;Ali: Fear Eats the Soul;Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future.;1974;Unknown;93;['romance', 'european', 'drama'];['DE'];8.0;20940.0
335;Ugetsu;In 16th century Japan, peasants Genjuro and Tobei sell their earthenware pots to a group of soldiers in a nearby village, in defiance of a local sage's warning against seeking to profit from warfare. Genjuro's pursuit of both riches and the mysterious Lady Wakasa, as well as Tobei's desire to become a samurai, run the risk of destroying both themselves and their wives, Miyagi and Ohama.;1953;Unknown;94;['fantasy', 'war', 'drama'];['JP'];8.2;23126.0
336;Breaker Morant;During the Boer War, three Australian lieutenants are on trial for shooting Boer prisoners. Though they acted under orders, they are being used as scapegoats by the General Staff, who hopes to distance themselves from the irregular practices of the war. The trial does not progress as smoothly as expected by the General Staff, as the defence puts up a strong fight in the courtroom.;1980;PG;107;['drama', 'history', 'war'];['AU'];7.8;13399.0
337;The Last Wave;Australian lawyer David Burton agrees with reluctance to defend a group of Aboriginal people charged with murdering one of their own. He suspects the victim was targeted for violating a tribal taboo, but the defendants deny any tribal association. Burton, plagued by apocalyptic visions of water, slowly realizes danger may come from his own involvement with the Aboriginal people and their prophecies.;1977;PG;106;['thriller', 'fantasy', 'drama'];['AU'];7.0;9736.0
338;Early Summer;Noriko, still single at the advanced age of 28, lives contentedly in an extended family household that includes her parents and her brother's family. An uncle's visit prompts the family to find her a husband.;1951;Unknown;125;['drama'];['JP'];8.1;8421.0
339;War and Peace, Part I: Andrei Bolkonsky;The first film of a four-part adaptation of Leo Tolstoy’s 1869 novel. In St. Petersburg of 1805, Pierre Bezukhov, the illegitimate son of a rich nobleman, is introduced to high society. His friend, Prince Andrei Bolkonsky, joins the Imperial Russian Army as aide-de-camp of General Mikhail Kutuzov in the War of the Third Coalition against Napoleon.;1966;Unknown;147;['drama', 'romance', 'war'];['SU'];8.2;1722.0
340;Tom Jones;Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?;1963;Unknown;128;['comedy', 'history', 'romance', 'european'];['GB'];6.4;12954.0
341;A Patch of Blue;A blind, uneducated white girl is befriended by a black man, who becomes determined to help her escape her impoverished and abusive home life.;1965;Unknown;105;['drama', 'romance'];['US'];8.0;8547.0
342;Jubilee;Queen Elizabeth I visits late 1970s England to find a depressing landscape where life has changed since her time.;1978;Unknown;106;['comedy', 'drama', 'fantasy', 'music', 'european'];['GB'];6.0;3219.0
343;The End of Summer;The family of an older man who runs a small sake brewery become concerned with his finances and his health after they discover him visiting an old mistress from his youth.  One of Ozu’s most deftly modulated blending's of comedy and tragedy.;1961;Unknown;103;['drama'];['JP'];7.7;3984.0
344;Summer of '42;Over the summer of 1942 on Nantucket Island, three friends -- Hermie, Oscy and Benjie -- are more concerned with getting laid than anything else. Hermie falls in love with the married Dorothy, whose husband is an army pilot recently sent to the battlefront of World War II.;1971;PG;102;['drama', 'romance', 'comedy'];['US'];7.2;8029.0
345;Faces;Middle-aged suburban husband Richard abruptly tells his wife, Maria, that he wants a divorce. As Richard takes up with a younger woman, Maria enjoys a night on the town with her friends and meets a younger man. As the couple and those around them confront a seemingly futile search for what they've lost -- love, excitement, passion -- this classic American independent film explores themes of aging and alienation.;1968;PG-13;130;['drama'];['US'];7.5;10609.0
346;Black Orpheus;Young lovers Orfeu and Eurydice run through the favelas of Rio during Carnaval, on the lam from a hitman dressed like Death and Orfeu's vengeful fiancée Mira and passing between moments of fantasy and stark reality. This impressionistic retelling of the Greek legend of Orpheus and Eurydice introduced bossa nova to the world with its soundtrack by young Brazilian composers Luiz Bonfá and Antonio Carlos Jobim.;1959;PG;100;['fantasy', 'romance', 'drama', 'music', 'european'];['BR', 'FR', 'IT'];7.4;11107.0
347;The Killing of a Chinese Bookie;Cosmo Vittelli, the proprietor of a sleazy, low-rent Hollywood cabaret, has a real affection for the women who strip in his peepshows and the staff who keep up his dingy establishment. He also has a major gambling problem that has gotten him in trouble before. When Cosmo loses big-time at an underground casino run by mobster Mort, he isn't able to pay up. Mort then offers Cosmo the chance to pay back his debt by knocking off a pesky, Mafia-protected bookie.;1976;R;135;['crime', 'drama', 'thriller'];['US'];7.3;12847.0
348;Autumn Sonata;After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva.;1978;PG;99;['drama', 'european', 'music'];['DE', 'SE', 'FR'];8.1;33650.0
349;The Night Porter;A concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them.;1974;R;118;['romance', 'european', 'drama'];['IT'];6.6;13066.0
350;My Night at Maud's;The rigid principles of a devout Catholic man are challenged during a one-night stay with Maud, a divorced woman with an outsize personality.;1969;Unknown;110;['drama', 'comedy', 'european', 'romance'];['FR'];7.8;12678.0
351;Weekend;A supposedly idyllic weekend trip to the countryside turns into a never-ending nightmare of traffic jams, revolution, cannibalism and murder as French bourgeois society starts to collapse under the weight of its own consumer preoccupations.;1967;R;104;['drama', 'european', 'comedy'];['FR'];7.0;14307.0
352;Super Fly;Priest (Ron O'Neal), a suave top-rung New York City drug dealer, decides that he wants to get out of his dangerous trade. Working with his reluctant friend, Eddie (Carl Lee), Priest devises a scheme that will allow him to make a big deal and then retire. When a desperate street dealer informs the police of Priest's activities, Priest is forced into an uncomfortable arrangement with corrupt narcotics officers. Setting his plan in motion, he aims to both leave the business and stick it to the man.;1972;R;93;['thriller', 'action', 'crime', 'drama', 'music'];['US'];6.4;7555.0
353;Wanda;After a string of abusive relationships, Wanda abandons her family and seeks solace in the company of a petty criminal.;1971;PG;103;['crime', 'drama'];['US'];7.1;4158.0
354;The Long, Hot Summer;Ben Quick arrives in Frenchman's Bend, MS after being kicked out of another town for allegedly burning a barn for revenge. Will Varner owns just about everything in Frenchman's Bend and he hires Ben to work in his store. Will thinks his own son, Jody, who manages the store, lacks ambition and despairs him getting his wife, Eula, pregnant. Will thinks his daughter, Clara, a schoolteacher, will never get married. He decides that Ben Quick might make a good husband for Clara to bring some new blood into the family.;1958;Unknown;115;['drama', 'romance'];['US'];7.3;10846.0
355;The Enforcer;Dirty Harry Callahan returns again, this time saddled with a rookie female partner. Together, they must stop a terrorist group consisting of angry Vietnam veterans.;1976;R;96;['thriller', 'action', 'crime'];['US'];6.7;45053.0
356;The World of Apu;Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding...;1959;PG-13;105;['drama'];['IN'];8.5;14305.0
357;Fast Company;An early departure from director David Cronenberg's canon of visceral horror, 1979's Fast Company profiles one of his personal passions, racecars, in a gritty melodrama that also features exciting racetrack footage. Veteran toughguy William Smith is top-billed as a champion drag racer who clashes with the unscrupulous oil-company executive (John Saxon) who sponsors his team.;1979;R;91;['drama', 'sport'];['CA'];5.4;2087.0
358;The Drowning Pool;Harper is brought to Louisiana to investigate an attempted blackmail scheme. He soon finds out that it involves an old flame of his and her daughter. He eventually finds himself caught in a power struggle between the matriarch of the family and a greedy oil baron, who wants their property. Poor Harper! Things are not as straight-forward as they initially appeared.;1975;PG;108;['crime', 'drama', 'thriller', 'action'];['US'];6.5;5427.0
360;Quadrophenia;Based on the 1973 rock opera album of the same name by The Who, this is the story of 60s teenager Jimmy. At work he slaves in a dead-end job. While after, he shops for tailored suits and rides his scooter as part of the London Mod scene.;1979;R;120;['drama', 'music'];['GB'];7.2;18854.0
361;Knife in the Water;"On their way to an afternoon on the lake, husband and wife Andrzej and Krystyna nearly run over a young hitchhiker. Inviting the young man onto the boat with them, Andrzej begins to subtly torment him; the hitchhiker responds by making overtures toward Krystyna. When the hitchhiker is accidentally knocked overboard, the husband's panic results in unexpected consequences. This was the first feature directed by Roman Polanski.";1962;Unknown;94;['drama', 'european', 'thriller'];['PL'];7.4;21758.0
362;George Carlin: Again!;Performing at the Celebrity Star Theater in Phoenix on July 23, 1978, Carlin mesmerizes his audience in the second of his 12 HBO specials. The show was originally planned as part of a concert/sketch movie, The Illustrated George Carlin, that never came to fruition.The routines include: Death, Kids & Parents, Newscast #2, Time and Al Sleet, the Hippy-Dippy Weatherman. -- From Amazon.com;1978;Unknown;82;['comedy', 'documentation'];['US'];8.1;1354.0
363;Doctor Dolittle;A veterinarian who can communicate with animals travels abroad to search for a giant sea snail.;1967;G;152;['fantasy', 'comedy', 'family', 'romance'];['US'];6.1;9425.0
364;Opening Night;Actress Myrtle Gordon is a functioning alcoholic actress who is a few days from the opening night of her latest play, concerning a woman distraught about aging. One night a car kills one of Myrtle's fans who is chasing her limousine in an attempt to get the star's attention. Myrtle internalizes the accident and goes on a spiritual quest, but fails to finds the answers she is after. As opening night inches closer and closer, fragile Myrtle must find a way to make the show go on.;1977;PG-13;144;['drama'];['US'];7.9;10559.0
365;Aparajito;Aparajito picks up where the first film leaves off, with Apu and his family having moved away from the country to live in the bustling holy city of Varanasi (then known as Benares). As Apu progresses from wide-eyed child to intellectually curious teenager, eventually studying in Kolkata, we witness his academic and moral education, as well as the growing complexity of his relationship with his mother. This tenderly expressive, often heart-wrenching film, which won three top prizes at the Venice Film Festival, including the Golden Lion, not only extends but also spiritually deepens the tale of Apu.;1956;Unknown;110;['drama'];['IN'];8.3;13727.0
366;Monsieur Hulot's Holiday;"Monsieur Hulot, Jacques Tati’s endearing clown, takes a holiday at a seaside resort, where his presence provokes one catastrophe after another. Tati’s masterpiece of gentle slapstick is a series of effortlessly well-choreographed sight gags involving dogs, boats, and firecrackers; it was the first entry in the Hulot series and the film that launched its maker to international stardom.";1953;Unknown;88;['comedy', 'european'];['FR'];7.4;18376.0
367;The Shooting;"Two miners agree to guide a mysterious woman, who has appeared in their camp from nowhere, to a nearby town; but soon, because of her erratic behavior, they begin to suspect that her true purpose is quite different.";1966;G;78;['western', 'comedy'];['US'];6.5;5400.0
368;Vivre Sa Vie;Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.;1962;Unknown;84;['drama', 'european'];['FR'];7.9;31140.0
369;Tokyo Twilight;Two sisters find out the existence of their long-lost mother, but the younger cannot take the truth of being abandoned as a child.;1957;R;141;['drama'];['JP'];8.1;4009.0
370;Red Desert;Amid the modern wastelands and toxic factories of Italy, wife and mother Giuliana desperately tries to conceal her tenuous grip on reality from those around her, especially her successful yet neglectful husband, Ugo. Ugo's old pal, Corrado, shows up in town on a business trip and is more sensitive to Giuliana's anxieties. They begin an affair, but it does little to quell Giuliana's existential fears, and her mental state rapidly deteriorates.;1964;Unknown;117;['drama', 'european'];['IT', 'FR'];7.5;15545.0
371;Shock Corridor;With the help of his girlfriend Cathy and Dr. Fong, a psychiatrist, ambitious journalist Johnny Barrett poses as a madman in order to be admitted to a mental institution where a bloody murder has been committed.;1963;Unknown;102;['thriller', 'drama'];['US'];7.3;11970.0
372;Limelight;A fading music hall comedian tries to help a despondent ballet dancer learn to walk and to again feel confident about life.;1952;G;137;['romance', 'drama', 'music'];['US'];8.0;20078.0
373;The Bitter Tears of Petra von Kant;Petra von Kant is a successful fashion designer -- arrogant, caustic, and self-satisfied. She mistreats Marlene (her secretary, maid, and co-designer). Enter Karin, a 23-year-old beauty who wants to be a model. Petra falls in love with Karin and invites her to move in.;1972;Unknown;125;['drama', 'european', 'romance'];['DE'];7.6;9610.0
374;The Tin Drum;Oskar is born in Germany in 1924 with an advanced intellect. Repulsed by the hypocrisy of adults and the irresponsibility of society, he refuses to grow older after his third birthday.;1979;R;162;['history', 'war', 'drama', 'european'];['DE'];7.5;23919.0
375;Lone Wolf and Cub: Sword of Vengeance;In this first film of the Lone Wolf and Cub series, adapted from the manga by Kazuo Koike, we are told the story of the Lone Wolf and Cub's origin. Ogami Itto, the official Shogunate executioner, has been framed for disloyalty to the Shogunate by the Yagyu clan, against whom he now is waging a one-man war, along with his infant son, Daigoro.;1972;Unknown;83;['drama', 'action'];['JP'];7.7;7982.0
376;Multiple Maniacs;Lady Divine becomes enraged when her boyfriend cheats on her and descends into a life of murder and mayhem.;1970;Unknown;97;['comedy', 'crime', 'horror'];['US'];6.5;3684.0
377;Godzilla vs. Mechagodzilla;An Okinawan prophecy that foretells the destruction of the Earth is seeming fulfilled when Godzilla emerges to return to his destructive roots. But not all is what it seems after Godzilla breaks his ally Anguirus's jaw. Matters are further complicated when a second Godzilla emerges, revealing the doppelgänger as a mechanical weapon.;1974;G;84;['scifi', 'family', 'fantasy', 'horror', 'action'];['JP'];6.2;6740.0
378;Early Spring;A young salary man and his wife struggle within the confines of their passionless relationship while he has an extramarital affair.;1956;Unknown;144;['drama'];['JP'];7.8;3176.0
379;Seance on a Wet Afternoon;"Working-class British housewife Myra Savage reinvents herself as a medium, holding seances in the sitting room of her home with the hidden assistance of her under-employed, asthmatic husband, Billy. In an attempt to enhance her credibility as a psychic, Myra hatches an elaborate, ill-conceived plot to kidnap a wealthy couple's young daughter so that she can then help the police ""find"" the missing girl.";1964;Unknown;111;['thriller', 'crime', 'drama'];['GB'];7.6;6586.0
380;The Cranes Are Flying;Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.;1957;Unknown;97;['romance', 'war', 'drama'];['SU'];8.3;17172.0
381;Samurai I: Musashi Miyamoto;Struggling to elevate himself from his low caste in 17th century Japan, Miyamoto trains to become a mighty samurai warrior.;1954;Unknown;93;['drama', 'romance', 'action', 'history'];['JP'];7.4;8501.0
382;Monterey Pop;Featuring performances by popular artists of the 1960s, this concert film highlights the music of the 1967 California festival. Although not all musicians who performed at the Monterey Pop Festival are on film, some of the notable acts include the Mamas and the Papas, Simon & Garfunkel, Jefferson Airplane, the Who, Otis Redding, and the Jimi Hendrix Experience. Hendrix's post-performance antics -- lighting a guitar on fire, breaking it and tossing a part into the audience -- are captured.;1968;Unknown;80;['music', 'documentation', 'history'];['US'];8.0;4407.0
383;Fox and His Friends;Fox, a former circus performer, wins the lottery of DM 500,000 and can now have the life and things that he has always wanted. While he wants to climb up the social ladder, it isn't without turmoil, and being torn between his old working class roots, and the shiny new facade of middle class consciousness.;1975;Unknown;124;['romance', 'european', 'crime', 'drama'];['DE'];7.6;5981.0
384;Sweet Bird of Youth;"Gigolo and drifter Chance Wayne returns to his home town as the companion of a faded movie star, Alexandra Del Lago, whom he hopes to use to help him break into the movies. Chance runs into trouble when he finds his ex-girlfriend, the daughter of the local politician Tom ""Boss"" Finley, who more or less forced him to leave his daughter and the town many years ago.";1962;Unknown;120;['drama', 'romance'];['US'];7.2;7668.0
385;The Nun's Story;After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II.;1959;Unknown;149;['drama'];['US'];7.5;10508.0
386;Dodes'ka-den;"This film follows the daily lives of a group of people barely scraping by in a slum on the outskirts of Tokyo. Yet as desperate as their circumstances are, each of them—the homeless father and son envisioning their dream house; the young woman abused by her uncle; the boy who imagines himself a trolley conductor—finds reasons to carry on.";1970;Unknown;140;['drama'];['JP'];7.3;6854.0
387;The Earrings of Madame de...;"In France of the late 19th century, the wife of a wealthy general, the Countess Louise, sells the earrings her husband gave her on their wedding day to pay off debts; she claims to have lost them. Her husband quickly learns of the deceit, which is the beginning of many tragic misunderstandings, all involving the earrings, the general, the countess, & her new lover, the Italian Baron Donati.";1953;Unknown;105;['drama', 'european', 'romance'];['FR', 'IT'];7.9;9863.0
388;Ashes and Diamonds;"It's May 1945, and Nazi Germany has just surrendered. The war is over, but not in Poland. As the German soldiers vacate, the remaining Russian forces and Polish resistance fighters must work out the hierarchies of power in ""liberated"" Communist Poland. A Polish assassin is given orders to kill a Russian soldier whom he, days before, was fighting alongside, and this moral conflict makes him question the goals for which he has been fighting.";1958;Unknown;106;['drama', 'romance', 'european', 'war'];['PL'];7.8;11902.0
389;Shoot the Piano Player;Charlie is a former classical pianist who has changed his name and now plays jazz in a grimy Paris bar. When Charlie's brothers, Richard and Chico, surface and ask for Charlie's help while on the run from gangsters they have scammed, he aids their escape. Soon Charlie and Lena, a waitress at the same bar, face trouble when the gangsters arrive, looking for his brothers.;1960;Unknown;85;['thriller', 'crime', 'european', 'drama'];['FR'];7.4;19146.0
390;The Ruling Class;"When the Earl of Gurney dies in a cross-dressing accident, his schizophrenic son, Jack, inherits the Gurney estate. Jack is not the average nobleman; he sings and dances across the estate and thinks he is Jesus reincarnated. Believing that Jack is mentally unfit to own the estate, the Gurney family plots to steal Jack's inheritance. As their outrageous schemes fail, the family strives to cure Jack of his bizarre behavior, with disastrous results.";1972;PG;154;['drama', 'comedy'];['GB'];7.3;6229.0
391;Salesman;"This documentary from Albert and David Maysles follows the bitter rivalry of four door-to-door salesmen working for the Mid-American Bible Company: Paul ""The Badger"" Brennan, Charles ""The Gipper"" McDevitt, James ""The Rabbit"" Baker and Raymond ""The Bull"" Martos. Times are tough for this hard-living quartet, who spend their days traveling through small-town America, trying their best to peddle gold-leaf Bibles to an apathetic crowd of lower-middle-class housewives and elderly couples.";1969;G;90;['documentation', 'drama'];['US'];7.7;5264.0
