;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
1259;Into the Unknown: Making Frozen II;The team behind Frozen II open their doors to cameras for a six-part documentary series to reveal the hard work, heart, and collaboration it takes to create one of the most highly-anticipated films in Walt Disney Animation Studios’ near-century of moviemaking. Cameras were there to capture an eye-opening - and at times jaw-dropping - view of the challenges and the breakthroughs, the artistry, creativity and the complexity of creating the #1 animated feature of all time.;2020;TV-PG;['documentation', 'family'];['US'];1.0;8.5;810.0
1261;Meet the Chimps;The series takes viewers into the secret life of one of the largest and most unique wildlife sanctuaries in the world – Chimp Haven—a 200-acre refuge tucked deep in the forested heart of Louisiana, which is home to more than 300 chimpanzees.;2020;TV-14;['documentation'];['US'];1.0;8.4;87.0
1264;ZOMBIES: Addison's Moonstone Mystery;Your favorite Seabrook monsters are back with all new mysteries no one saw coming. The story begins at Seabrook High, where zombies, werewolves, and humans are all co-existing happily. A new girl at school, Vanna, whom Addison immediately befriends, threatens to shake up the dynamic when they learn that she is not all that she seems.;2020;Unknown;['animation', 'family'];['US'];2.0;6.4;14.0
1265;Just Roll with It;A sitcom about fun-loving newlyweds and their polar-opposite stepsiblings gets an improvisational twist as members of the studio audience vote on the direction of key scenes in each episode.;2019;TV-G;['comedy', 'family'];['US'];2.0;5.1;301.0
1267;Earth to Ned;Ned, a blue-skinned alien, and his lieutenant Cornelius, were sent to scout Earth for an eventual invasion — but instead became obsessed with popular culture. Now they host a talk show, broadcast from the bridge of their spaceship hidden deep underground, where they interview our most precious commodity — celebrities — to talk about Ned’s current pop culture obsessions.;2020;Unknown;[];['US'];1.0;Unknown;Unknown
1270;Muppet Babies: Play Date;Unknown;2019;Unknown;['family'];[];1.0;6.5;8.0
1273;Becoming;The origin stories of 10 athletes, entertainers, and musicians. Each episode centers around a visit to the celebrity’s hometown, touring important locations central to their upbringing. A supporting cast of family members, coaches, teachers, mentors and friends are interviewed, sharing rarely heard anecdotes and insights into the star’s “becoming” story.;2020;TV-14;['documentation', 'drama', 'family', 'history', 'sport'];['US'];1.0;6.4;64.0
1275;The Big Fib;"Two grown-ups claim to be experts on a topic and one of them is lying. It'll be up to our kid contestant to try and figure out which one is telling ""the big fib.""";2020;Unknown;['reality'];['US'];1.0;Unknown;Unknown
1276;High School Musical: The Musical: The Series: The Sing-Along;Thirteen years after High School Musical was filmed at East High, the drama department is putting together a bold new production: High School Musical: The Musical! And this time, the lyrics are on screen so you can sing along in every episode! A brand new class of kids tackle the roles of Gabriela, Troy, Ryan, Sharpay, and all the rest, with more than enough high school drama on stage and off!;2019;TV-PG;['comedy', 'drama'];['US'];1.0;Unknown;Unknown
1278;Prairie Dog Manor;"""Prairie Dog Manor"" gives an in depth look at the unique behaviors and relationships between the Prairie Dogs that inhibit the Valles Caldera National Preserve in northern New Mexico.";2019;Unknown;['reality', 'documentation'];['US'];1.0;8.0;48.0
1280;Diary of a Future President;A young Cuban-American girl embarks on a journey to become the future president of the United States.;2020;TV-PG;['family', 'comedy', 'drama'];['US'];2.0;6.2;1022.0
1281;Gabby Duran and the Unsittables;Gabby Duran, who constantly feels like she’s living in the shadows of her mother and younger sister, finally finds her moment to shine when she inadvertently lands an out-of-this-world job to babysit an unruly group of very important extraterrestrial children who are hiding out on Earth with their families, disguised as everyday kids.;2019;TV-Y7;['scifi', 'comedy', 'family'];['US'];2.0;5.6;331.0
1282;Shop Class;Youthful ingenuity is on display in this new competition series that features teams of inventive students tasked with designing, building, and testing new contraptions to vie for the title of Shop Class Champs. In each episode, they’ll present their work to a panel of experts who will rate their projects based on engineering, design, and the final test of the build.;2020;Unknown;['reality'];['US'];1.0;Unknown;Unknown
1284;The Rocketeer;A girl inherits the persona of The Rocketeer, and with the help of her gadget-building friend they tackle epic adventures.;2019;TV-Y;['scifi', 'animation', 'action', 'comedy', 'family'];['US'];1.0;4.9;171.0
1286;Pop Goes the Vet;If viewers have never seen a hairless rat with a pustule on its neck, or a plump fair pig with an abscess on its rump, they are in for a treat as some of National Geographic's most renowned and beloved vets work to drain some of the worst abscesses they have ever seen. From the office to the field, no pustule or abscess will go undrained.;2020;TV-PG;['documentation', 'reality'];['US'];1.0;7.4;21.0
1294;Gathering Storm;First-hand accounts of the planet's fiercest storms.;2020;Unknown;['documentation'];['GB'];1.0;7.9;40.0
1296;Disney Parks Sunrise Series;At daybreak, the first rays of sunlight gleam through the spires of Cinderella Castle, beam between the remarkable branches of The Tree of Life, and shimmer onto the brilliant sphere of Spaceship Earth. It’s a view of Disney Parks not often enough enjoyed – at sunrise.;2020;TV-G;[];['US'];1.0;Unknown;Unknown
1297;Disney Junior Ready for Preschool;Music videos with Disney characters help prepare children for preschool, with lessons on hygiene, shapes, rhyming, and more.;2019;TV-Y;['family'];['US'];2.0;Unknown;Unknown
1302;Secrets of the Zoo: North Carolina;North Carolina is home to the world's largest zoo, with 2,600 acres, large natural habitats and more than 1,800 animals in its care. The show features several Zoo staff, including keepers and veterinarians, and highlight stories, including routine animal husbandry, emergency procedures and the Zoo’s work in conservation and rescue and release of injured wildlife;2020;TV-14;['documentation', 'reality'];['US'];1.0;7.9;39.0
1304;X-Ray Earth;Earth as it has never been seen before, by challenging preconceived notions about the world, making use of cutting-edge scientific tools, and travelling over, across and deep into the Earth's crust to learn just what makes the world tick.;2020;TV-14;['documentation'];['GB'];1.0;6.4;39.0
1307;Disney Junior Music Lullabies;Mickey Mouse, Minnie Mouse, Doc McStuffins, Fancy Nancy and other Disney characters welcome the nighttime with gentle lullabies.;2019;TV-Y;[];['US'];1.0;Unknown;Unknown
1310;Be Our Chef;A cooking competition that challenges five food-loving families to create delicious dishes inspired by the magic of Disney. In each episode, two families go head-to-head in a themed cooking challenge at Walt Disney World.;2020;TV-G;['reality', 'family'];['US'];1.0;6.4;173.0
1313;Broken Karaoke;Broken Karaoke is a series of shorts released by Disney. It features characters from animated Disney Channel and Disney XD shows singing various song parodies.;2019;Unknown;['comedy', 'animation'];['US'];1.0;Unknown;Unknown
1319;Mickey Go Local;Mickey Go Local is a 2019 webcast animated series and also a locally-produced animated series exclusively for the Southeast Asian market. Though the episodes premiered on Disney Channel Asia's official YouTube channel, the series began airing on Disney Channel in Southeast Asia as interstitials.;2019;Unknown;['comedy', 'animation'];['US'];1.0;5.7;58.0
1320;Calling All T.O.T.S.;T.O.T.S. Junior Fliers, Pip and Freddy love nothing more than delivering cute baby animals to their forever families – but what happens after they deliver them? Pip and Freddy call up some of their favorite babies to see how they’ve been and sing a special song just for them!;2020;TV-G;[];['PH'];2.0;Unknown;Unknown
1325;It's a Dog's Life with Bill Farmer;As the iconic voice of Goofy and Pluto for more than 30 years, Disney Legend Bill Farmer steps out from behind the microphone to meet his own favorite characters — dogs! Join Bill as he crosses the country meeting dogs doing incredible work!;2020;TV-G;['documentation'];['US'];1.0;7.9;91.0
1329;Disney Family Sundays;Amber Kemp-Gerstel shares her passion for crafting with young families in a series of Disney-inspired DIY projects.;2019;TV-G;['reality'];['US'];1.0;Unknown;Unknown
1334;Jungle Animal Rescue;A land of elephants, tigers, leopards and bears, India is one of the most biodiverse countries on earth. But it's also home to 1.3 billion people who increasingly compete with wild animals for living space. Now, a dedicated team of conservationists and vets are on a mission to rescue animals in distress and find a way for India's people and wildlife to coexist in harmony.;2020;TV-PG;['documentation'];['US'];1.0;6.6;11.0
1335;Random Rings;Disney characters make prank phone calls.;2019;TV-Y7;[];['US'];1.0;6.7;24.0
1337;Roll it Back;Roll It Back is the aftershow for Just Roll With It.;2019;Unknown;['documentation'];['US'];1.0;Unknown;Unknown
1343;Secrets of the Zoo: Down Under;A behind-the-scenes look at what it takes to run the Taronga Zoo Sydney, Australia's largest zoo, located on the shores of Sydney Harbour.;2020;Unknown;['documentation'];['US'];2.0;8.2;14.0
1364;Moon Knight;When Steven Grant, a mild-mannered gift-shop employee, becomes plagued with blackouts and memories of another life, he discovers he has dissociative identity disorder and shares a body with mercenary Marc Spector. As Steven/Marc’s enemies converge upon them, they must navigate their complex identities while thrust into a deadly mystery among the powerful gods of Egypt.;2022;TV-14;['action', 'scifi', 'drama', 'fantasy', 'horror', 'thriller'];['US'];1.0;7.5;128362.0
1367;The Beatles: Get Back;Documentary about the music group The Beatles featuring in-studio footage that was shot in early 1969 for the 1970 feature film 'Let It Be.';2021;Unknown;['documentation', 'music'];['NZ', 'GB', 'US'];1.0;9.0;19391.0
1370;The Book of Boba Fett;Bounty hunter Boba Fett and mercenary Fennec Shand navigate the underworld when they return to Tatooine to claim Jabba the Hutt's old turf.;2021;TV-14;['action', 'scifi', 'romance', 'western', 'family', 'fantasy'];['US'];1.0;7.4;116591.0
1371;WandaVision;Wanda Maximoff and Vision—two super-powered beings living idealized suburban lives—begin to suspect that everything is not as it seems.;2021;TV-14;['scifi', 'drama', 'action', 'comedy', 'fantasy', 'romance'];['US'];1.0;8.0;284486.0
1374;Loki;After stealing the Tesseract during the events of “Avengers: Endgame,” an alternate version of Loki is brought to the mysterious Time Variance Authority, a bureaucratic organization that exists outside of time and space and monitors the timeline. They give Loki a choice: face being erased from existence due to being a “time variant” or help fix the timeline and stop a greater threat.;2021;TV-14;['scifi', 'action', 'fantasy'];['US'];1.0;8.2;280970.0
1375;Hawkeye;Former Avenger Clint Barton has a seemingly simple mission: get back to his family for Christmas. Possible? Maybe with the help of Kate Bishop, a 22-year-old archer with dreams of becoming a superhero. The two are forced to work together when a presence from Barton’s past threatens to derail far more than the festive spirit.;2021;TV-14;['action', 'scifi', 'drama', 'crime'];['US'];1.0;7.6;153827.0
1376;Man in the Arena: Tom Brady;Tom Brady shares a personal account of his 10 Super Bowl appearances, deconstructing the milestones of his career by exploring each victory and defeat.;2021;Unknown;['documentation'];['US'];1.0;Unknown;Unknown
1379;What If...?;Exploring pivotal moments from the Marvel Cinematic Universe and turning them on their head, leading the audience into uncharted territory.;2021;TV-14;['action', 'scifi', 'fantasy', 'animation'];['US'];2.0;7.4;97977.0
1381;The Wonder Years;A coming of age story set in the late 1960s that takes a nostalgic look at a black middle-class family in Montgomery, Alabama through the point-of-view of imaginative 12 year-old Dean. With the wisdom of his adult years, Dean’s hopeful and humorous recollections show how his family found their “wonder years” in a turbulent time. Inspired by the classic series of the same name.;2021;TV-PG;['drama', 'comedy', 'family'];['US'];1.0;5.9;3541.0
1382;The Falcon and The Winter Soldier;TV series centering on Marvel Cinematic Universe characters Falcon and The Winter Soldier.;2021;TV-14;['drama', 'action', 'scifi'];['US'];1.0;7.2;197872.0
1383;The Bad Batch;The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.;2021;TV-PG;['scifi', 'action', 'drama', 'fantasy', 'animation'];['US'];2.0;7.9;27384.0
1387;Ice Age: Scrat Tales;Scrat experiences the ups and downs of fatherhood, as he and the adorable, mischievous Baby Scrat, alternately bond with each other and battle for ownership of the highly treasured Acorn.;2022;TV-PG;['comedy', 'family', 'animation'];['US'];1.0;7.4;1133.0
1388;Star Wars: Visions;An anthology series of animated short films celebrating Star Wars through the lens of the world's best anime creators.;2021;TV-PG;['scifi', 'drama', 'fantasy', 'animation', 'action'];['US', 'JP'];1.0;7.0;15451.0
1391;Marvel Studios: Legends;Revisit the epic heroes, villains and moments from across the MCU in preparation for the stories still to come. Each dynamic segment feeds directly into the upcoming series — setting the stage for future events. This series weaves together the many threads that constitute the unparalleled Marvel Cinematic Universe.;2021;TV-14;['scifi', 'action', 'fantasy'];['US'];1.0;6.4;4089.0
1392;Just Beyond;Genre anthology series based on the graphic novels by R.L. Stine.;2021;TV-PG;['drama', 'fantasy', 'horror', 'scifi', 'thriller', 'comedy'];['US'];1.0;6.1;1406.0
1393;Snowdrop;A desperate love story between Youngro, a youthful female freshman student, and Sooho, a prestigious but mysterious university graduate, who one day jumps into her room, at a women's university dormitory, covered in blood from running away of a dangerous situation. Despite the strict surveillance, she helps him on hiding and healing which develops their relationship that goes against the tragic era of 1987 in Seoul.;2021;TV-14;['war', 'thriller', 'crime', 'drama', 'romance'];['KR'];1.0;8.3;8520.0
1395;Sketchbook;An Original series featuring artists from Disney Animation;2022;TV-PG;['documentation'];['US'];1.0;Unknown;Unknown
1396;Parallels;Four teenage friends, on the French-Swiss border, whose lives are turned upside down by an experiment of the LHC, the world's biggest particle collider.;2022;TV-14;['fantasy', 'scifi', 'action'];['FR'];1.0;7.0;1121.0
1397;Spidey and His Amazing Friends;Follow Peter Parker, Gwen Stacy, and Miles Morales and their adventures as the young heroes team up with Hulk, Ms. Marvel, and Black Panther to take down foes like Rhino, Doc Oock, and Green Goblin.;2021;TV-Y7;['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action'];['US'];2.0;5.7;379.0
1399;Welcome to Earth;Will Smith travels to the extreme ends of the earth from active volcanoes to deep ocean adventures.;2021;TV-PG;['documentation', 'reality'];['US'];1.0;7.9;2212.0
1401;The Mysterious Benedict Society;A group of gifted orphans are recruited by an eccentric, benefactor to go on a secret mission.;2021;TV-PG;['action', 'comedy', 'drama', 'family'];['US'];2.0;7.6;3626.0
1405;Dug Days;A series of shorts that follows the humorous misadventures of Dug, the lovable dog from Disney and Pixar’s “Up.” Each short features everyday events that occur in Dug's backyard, all through the exciting (and slightly distorted) eyes of our favorite talking dog.;2021;TV-G;['comedy', 'family', 'animation'];['US'];1.0;8.1;3637.0
1406;The Proud Family: Louder and Prouder;Follow the adventures and misadventures of newly 14-year-old Penny Proud and her family as they navigate modern life with hilarity and heart. The 2020s bring a new career for mom Trudy, wilder dreams for dad Oscar and new challenges for Penny, including a socially woke neighbor who thinks she has a lot to teach her.;2022;TV-PG;['comedy', 'family', 'animation'];['US'];1.0;5.7;905.0
1408;Secrets of Sulphur Springs;A boy and his family moving into a supposedly haunted hotel on the edge of a small town.;2021;TV-PG;['drama', 'family'];['US'];3.0;7.6;2720.0
1411;Dino Ranch;"Dino Ranch follows the adventures of the Cassidy family as they tackle life in a fantastical ""pre-westoric"" setting where dinosaurs still roam. As the young ranchers learn the ropes, they discover the thrill of ranch life whilst navigating the great outdoors through unpredictable challenges.";2021;TV-Y;['action', 'family', 'western', 'animation', 'comedy'];['CA', 'US'];1.0;6.2;106.0
1413;The Quest;A ground-breaking immersive competition series that drops 8 young people into the fantastic, fictional world of Everealm, where they must save a Kingdom by fulfilling an ancient prophecy.;2022;Unknown;['scifi', 'fantasy', 'reality'];['US'];1.0;Unknown;Unknown
1415;Something Bit Me!;The series explores the peculiar true stories of bug bites, insect stings and animal attacks that have sent people to the ER.;2022;TV-14;['documentation', 'reality'];['US'];1.0;8.8;14.0
1417;Turner & Hooch;A detective solves crimes with the help of an oversized dog. TV adaptation of the 1989 film 'Turner and Hooch'.;2021;TV-PG;['comedy', 'crime', 'drama', 'family', 'action'];['US'];1.0;6.5;3488.0
1419;Secrets of the Whales;Sigourney Weaver guides viewers on a journey to the heart of whale culture to experience the extraordinary communication skills and intricate social structures of five different whale species. With the help of new science and technology, viewers witness whales making lifelong friendships, teaching clan heritage and traditions to their young and grieving deeply for the loss of loved ones.;2021;TV-PG;['documentation'];['US'];1.0;8.5;561.0
1420;Behind the Attraction;Behind The Attraction takes viewers into the history of how popular Disney attractions and destinations came to be, how they have changed over time, and how fans continue to obsess over them.;2021;TV-PG;['documentation'];['US'];1.0;7.7;762.0
1421;Cesar Millan: Better Human, Better Dog;Showcases Cesar Millan as he takes on the most challenging cases yet, treating a host of new canine behavioral issues impacted by well-intentioned but impulsive owners.;2021;TV-14;['reality'];['US'];1.0;8.2;110.0
1423;Monsters at Work;Mechanic Tylor Tuskmon has big dreams of working his way up the ranks to the Laugh Floor at Monsters Inc.;2021;TV-G;['family', 'fantasy', 'animation', 'comedy'];['US'];1.0;7.0;6475.0
1424;Marvel Studios: Assembled;Assembled is a comprehensive documentary series that chronicles the creation of Marvel Studios' thrilling new shows and theatrical releases. Assembled is an immersive, and in-depth examination of the next phase of the MCU.;2021;TV-14;['documentation'];['US'];1.0;7.9;2258.0
1426;The '80s: Top Ten;Pop culture icon Rob Lowe takes viewers down memory lane with six entertaining and thought-provoking top 10 countdowns of 1980s pop culture, as voted by a panel of experts.;2022;TV-14;['documentation'];['US'];1.0;Unknown;Unknown
1428;Big Shot;A temperamental college basketball coach who gets fired from his job and must take a teaching and coaching job at an elite all-girls private high school.;2021;TV-PG;['comedy', 'drama', 'sport'];['US'];2.0;7.5;3719.0
1430;The Ghost and Molly McGee;A grumpy ghost named Scratch is eternally cursed to be in the presence of polar opposite Molly McGee, a cheerful tween.;2021;TV-Y7;['thriller', 'horror', 'animation', 'comedy', 'family', 'fantasy', 'music', 'scifi'];['US'];2.0;7.2;780.0
1431;The Mighty Ducks: Game Changers;In present day Minnesota, the Mighty Ducks have evolved from scrappy underdogs to an ultra-competitive, powerhouse youth hockey team. After 12-year-old Evan is unceremoniously cut from the Ducks, he and his mom Alex set out to build their own ragtag team of misfits to challenge the cutthroat, win-at-all-costs culture of competitive youth sports.;2021;TV-PG;['comedy', 'sport', 'drama'];['US'];1.0;7.5;4462.0
1432;Olaf Presents;Frozen’s beloved snowman retelling several classic Disney tales as only he can.;2021;TV-Y;['animation', 'fantasy', 'comedy', 'family'];['US'];1.0;7.2;2777.0
1433;Disney Intertwined;Allegra dreams of joining the Eleven O' Clock music hall company, but her mother, Caterina, won't accept that. Allegra's life changes drastically when she finds a mysterious bracelet that takes her to 1994, the year Caterina was her age and was starting her career in Eleven O' Clock while she lived in Coco's shadow. Cocó is Allegra's grandmother. Will Allegra be able to change the past?;2021;TV-14;['scifi', 'comedy', 'drama', 'fantasy'];['AR'];1.0;6.3;234.0
1441;Doogie Kamealoha, M.D.;"Lahela ""Doogie"" Kamealoha is a teenaged wunderkind juggling her high school life with an early medical career.";2021;TV-PG;['comedy', 'drama', 'family'];['US'];2.0;6.2;1992.0
1443;Alice's Wonderland Bakery;Alice, the great-granddaughter of the original Alice and a budding young baker at the enchanted Wonderland Bakery, where treats bring a new generation of characters together.;2022;TV-Y;['comedy', 'family', 'fantasy', 'animation'];['US'];2.0;8.0;73.0
1444;Unknown Waters with Jeremy Wade;Jeremy Wade travels the world’s most remote & unexplored rivers to search for the biggest & strangest creatures in their underwater worlds.;2021;Unknown;['documentation'];['GB'];1.0;8.4;10.0
1445;America's Funniest Home Videos: Animal Edition;NatGeo meets America's Funniest Home Videos in an unlikely marriage that produces hilarious pets, awesome wildlife, and everything in between.  From the backyard to the savannah, we spend time with animals that make us laugh, gasp, and smile, providing us a unique mix of humor and wonder…all hosted by Alfonso Ribeiro.;2021;TV-PG;['family', 'reality'];['US'];1.0;Unknown;Unknown
1451;Star Wars Galaxy of Sounds;The series explores the ambience of a galaxy far, far away through themes such as wonder, excitement, oddities, and more. Be immersed in the hum of Coruscant at golden hour, listen to the light side of the Force as Rey connects to past Jedi, and observe booming lightsaber duels. Experience the nostalgic sounds of Star Wars from across the franchise.;2021;TV-PG;['scifi'];['US'];1.0;7.0;227.0
1453;Disney Presents Goofy in How to Stay at Home;Leave it to Goofy to find the fun in staying home!;2021;TV-G;['comedy', 'family', 'animation'];['US'];1.0;6.8;404.0
1455;Among the Stars;A six-part docuseries with fly on the wall access into the wider world of NASA, with cameras on Earth and in space. NASA astronaut Captain Chris Cassidy is on a quest to get back in his spacesuit for one last mission. This series follows Chris and the wider team who take on missions that risk life, limb and reputation for the greater good of humankind. Join them as their missions unfold.;2021;TV-PG;['documentation'];['US'];1.0;7.8;217.0
1457;Star Wars Vehicle Flythroughs;Get up-close-and-personal with some of the Star Wars films’ most iconic and beloved ships and vehicles as this charming series whisks you off for fly-through tours of the Galaxy Far, Far Away.;2021;TV-G;['scifi'];['US'];1.0;6.2;313.0
1458;Called to the Wild;A veterinarian, an engineer, and a trainer rely on their dogs in the wild.;2021;TV-PG;['reality'];['US'];1.0;Unknown;Unknown
1460;Storm Rising;A landmark series that packs an entire year's worth of the world most epic storms into one season. From tornadoes in March in the US to mudslides in December in Central America, we'll embed with storm chaser Reed Timmer and his team as he heads straight into Mother Nature's fury unraveling the world's most dangerous weather events as they are happening.;2021;Unknown;['documentation'];['US'];1.0;Unknown;Unknown
1461;National Geographic Presents: IMPACT with Gal Gadot;Follow inspiring women living in communities marred by violence, poverty, trauma, discrimination, oppression and natural disasters, and yet, against all odds, dare to dream, stand out, speak up and lead.;2021;TV-14;['documentation'];['US'];1.0;5.3;87.0
1464;Mickey Mouse Funhouse;Follows Funny, an enchanted talking playhouse who leads Mickey Mouse and his pals on imaginative adventures.;2021;TV-G;['family', 'fantasy', 'romance', 'animation', 'comedy', 'action'];['US'];5.0;5.2;135.0
1465;Chip 'N' Dale: Park Life;The lovable chipmunk troublemakers in a non-verbal, classic style comedy, following the ups and downs of two little creatures living life in the big city.;2021;TV-G;['comedy', 'family', 'animation'];['US'];1.0;5.7;343.0
1469;Earth Moods;The series takes viewers on the ultimate retreat—transporting them to a vast array of colorful and calming corners of the world. Viewers travel to blue glaciers, arid deserts, lush rainforests and pulsating metropolises to escape from the cacophony of everyday life.;2021;TV-G;['documentation'];['US'];1.0;8.0;158.0
1470;Meet Spidey and His Amazing Friends - shorts;Unknown;2021;Unknown;[];['US'];1.0;Unknown;Unknown
1471;Brain Games: On The Road;Brain Games out of the studio and on the road, giving average Americans the chance to test their brainpower as they take on friends and family in an epic battle of the brains.;2022;Unknown;['reality'];['US'];1.0;6.1;16.0
1474;The Chicken Squad;A trio of young chicken siblings - and Captain Tully, a seasoned watchdog, who use teamwork and critical thinking skills to solve problems in the neighborhood and keep the peace in their backyard.;2021;TV-Y;['comedy', 'family', 'animation'];['US'];1.0;4.8;118.0
1475;Weekend Family;Chronicles the life of a new stepfamily that meets up every weekend. But when the father gets into a relationship with a new partner, the weekends take on a whole different turn.;2022;TV-PG;['comedy', 'family'];['FR'];1.0;6.5;85.0
1476;The Hatcher Family Dairy;The Hatcher family continues to operate a 175-year-old dairy farm in College Grove, Tenn.;2021;Unknown;['documentation'];['US'];1.0;8.9;53.0
1479;Race to the Center of the Earth;Four teams of adventurers embark on a quest to sprint around the world on a challenging course in the hopes of beating the others to a buoy in the middle of the ocean on which is stashed a $1 million prize.;2021;TV-14;['reality'];['US'];1.0;6.4;200.0
1481;Growing Up Animal;Follows the story of baby animals from their time in the womb to their first steps towards independence, showing their characteristics and tenacity.;2021;TV-G;['documentation'];['US'];1.0;8.3;94.0
1483;Man, Woman, Dog;Humans and dogs have a long, intertwined history together. Through the eyes of each of them today, we can see the evolution of that relationship.;2021;Unknown;['documentation', 'reality'];['US'];1.0;7.4;11.0
1486;Kingdom of the Polar Bears;The heartwarming tale of a mother polar bear as she introduces her two newborn cubs to their icy world for the first time.;2021;Unknown;['documentation'];['CA'];1.0;Unknown;Unknown
1488;Eye Wonder;Showcases the best magic, video illusions and trick videos. Featuring some of the most skilled digital magicians and illusionists including America’s Got Talent winner Shin Lim, The Slo Mo Guys and many more. Viewers will see everything from eye popping VFX Illusions, Tik Tricks, Sleight of Hand Cardistry, Slow Motion Action Clips and Card Throwing Trick Shots.;2021;TV-G;['reality'];['US'];1.0;Unknown;Unknown
1491;Disney's Magic Bake-Off;"Splitting the kids between the ages of 6 and 14 into three teams of two, having them race against the clock to design a Disney-inspired cake, utilizing Tastemade's signature recipe videos and ""an enchanted pantry"" full of ingredient.";2021;TV-Y;['family', 'reality'];['US'];1.0;5.7;66.0
1492;Rise Up, Sing Out;Rise Up, Sing Out, that will consist of music-based shorts full of empowering messages about noticing and celebrating differences. The shorts are geared toward preschoolers and are designed to give parents a framework to start conversations about race and equality through music and relatable kid experiences.;2022;Unknown;['animation'];['US'];1.0;7.8;1282.0
1494;Shark Attack Files;Scientific experts research about the bizarre and fascinating shark behavior based on real footage captured by professionals and bystanders.;2021;TV-14;['documentation'];['US'];1.0;6.4;22.0
1497;Pixar Popcorn;A collection of mini shorts starring some of your favorite Pixar characters in all-new, bite size stories.;2021;TV-G;['comedy', 'family', 'animation'];['US'];1.0;6.5;1932.0
1509;Foodtastic;Three teams of food artists transform iconic characters into extravagant masterpieces that tell a story from Disney's legendary IP. The food sculptures will be judged on their design, technical skills and narrative, and not by taste. Unused food from each competition will be donated to local food banks.;2021;TV-PG;['reality'];['US'];1.0;4.8;155.0
1516;Breaking Bobby Bones;Bobby Bones crisscrosses the country to meet everyday heroes who have extraordinary jobs, hobbies and abilities, welcoming him with open arms to give him a crash course in their specialized skills.;2021;TV-14;['documentation'];['US'];1.0;Unknown;Unknown
1522;The Wild Life of Dr. Ole;Dr. Ole Alcumbrac owns White Mountain Animal Hospital, a full-service animal clinic in Pinetop, Arizona, that cares for everything from cats and dogs to exotics and large animals. But this self-described 'wild man' isn't your typical veterinarian, and it's his work outside of the clinic that excites him most.;2021;TV-PG;['documentation', 'reality'];['US'];1.0;8.4;19.0
1524;Turning the Tables with Robin Roberts;Get personal with Robin Roberts and some of Hollywood’s groundbreaking women as they bear witness to their incredible journeys on their path to purpose. Each episode is a profound conversation filled with emotion and inspiration. Listen to never-before-heard stories of how these groundbreakers came face-to-face with their vulnerability, authenticity and intuition. Discover their commonalities and learn how their stories and experiences created room for expansion and evolution.;2021;Unknown;[];['US'];1.0;5.7;39.0
1525;Vets on the Beach;Four vets from across Australia come together to share their passion for animals.;2021;TV-PG;['documentation'];[];1.0;Unknown;Unknown
