;title;description;release_year;age_certification;genres;production_countries;seasons;imdb_score;imdb_votes
86;The Muppet Show;Go behind the curtains as Kermit the Frog and his muppet friends struggle to put on a weekly variety show.;1976;TV-G;['comedy', 'family', 'music'];['GB'];5.0;8.4;24278.0
92;Schoolhouse Rock!;Schoolhouse Rock! is an American interstitial programming series of animated musical educational short films that aired during the Saturday morning children's programming on the U.S. television network ABC. The topics covered included grammar, science, economics, history, mathematics, and civics. The series' original run lasted from 1973 to 1985, and was later revived with both old and new episodes airing from 1993 to 1999. Additional episodes were produced as recently as 2009 for direct-to-video release.;1973;Unknown;['animation', 'family'];['US'];7.0;8.2;3905.0
109;The Mickey Mouse Club;A variety show featuring a cast of child performers.;1955;TV-PG;['family', 'music', 'comedy', 'drama'];['US'];3.0;7.6;779.0
120;Spider-Woman;"When Jessica Drew was bitten by a poisonous spider as a child, her father saved her life by injecting her with an experimental ""spider serum,"" which also granted her superhuman powers. As an adult, Jessica works as editor of Justice Magazine but when trouble arises, Jessica slips away to change into her secret identity of Spider-Woman.";1979;TV-PG;['animation', 'fantasy', 'action', 'family'];['US'];1.0;5.8;790.0
140;Spin and Marty;"Spin and Marty is a popular series of television shorts that aired as part of ABC's Mickey Mouse Club show of the mid-1950s produced by Walt Disney. There were three serials in all, set at the Triple R Ranch, a boys' western-style summer camp. The first series of 25 eleven-minute episodes, The Adventures of Spin and Marty, was filmed in 1955. Its popularity led to two sequels – The Further Adventures of Spin and Marty in 1956 and The New Adventures of Spin and Marty in 1957.

It aired as reruns on the Disney Channel until September 9, 2002.

The serials were based on the 1942 novel Marty Markham by Lawrence Edward Watkin. The producer for Disney was Bill Walsh and the screenplay was written by Jackson Gillis. The shows' success led to the Spin and Marty comic books of the late 1950s. The first season's 25 episodes with bonus material were released on DVD by Disney in 2005.";1955;Unknown;['western', 'family'];['US'];1.0;8.0;300.0
204;The Simpsons;The satiric adventures of a working-class family in the misfit city of Springfield.;1989;TV-14;['animation', 'comedy'];['US'];34.0;8.7;394764.0
208;America's Funniest Home Videos;America's Funniest Home Videos is the longest-running primetime entertainment show in ABC history. Each week AFV shines the spotlight on hilarious videos. Fans tune in to witness failures and fiascos and to submit their own mishaps for their chance at stardom.;1989;TV-PG;['family', 'reality', 'comedy'];['US'];32.0;6.2;5356.0
218;DuckTales;Scrooge McDuck finds his hands full at home when nephews Huey, Dewey and Louie move to Duckburg. Joined by their loyal pals Launchpad McQuack, Gyro Gearloose and Mrs. Beakley, the DuckTales gang never fails to deliver a wealth of adventure. Get ready for a fortune of fun with DuckTales!;1987;TV-Y7;['scifi', 'animation', 'fantasy', 'comedy', 'family', 'action'];['US'];4.0;8.1;31709.0
221;Chip 'n' Dale Rescue Rangers;"Chip and Dale head a small, eccentric group of animal characters who monitor not only the human world, but the animal community as well, solving mysteries wherever they may be. The ""Rescue Rangers"" take the cases that fall through the cracks.";1989;TV-G;['fantasy', 'comedy', 'action', 'scifi', 'animation', 'crime', 'family'];['US'];3.0;7.5;18971.0
222;Spider-Man;Spider-Man is an American animated TV series based on the popular Marvel Comics character of the same name.;1981;TV-Y7;['animation', 'action', 'family', 'fantasy', 'scifi'];['US'];1.0;6.9;1510.0
225;Spider-Man and His Amazing Friends;Spider-Man and His Amazing Friends is an American animated television series produced by Marvel Productions starring established Marvel Comics characters Spider-Man and Iceman and an original character, Firestar. As a trio called the Spider-Friends, they fought against various villains.;1981;TV-Y7;['action', 'scifi', 'comedy', 'crime', 'family', 'animation'];['US'];3.0;7.2;3484.0
229;Disney's Adventures of the Gummi Bears;Join the world’s sweetest heroes for high adventure in a mystical land of giants and wizards, ogres and dragons, and wondrous creatures both good and evil. Meet Gruffi, Zummi, Cubbi, Grammi, Tummi, Sunni, and all the legendary Gummis as they laugh, play, foil dastardly plots, and fight for what's right.;1985;TV-G;['animation', 'family', 'fantasy'];['US'];6.0;7.5;10608.0
231;TaleSpin;Baloo the Bear stars in an adventurous comedy of love and conflict with his friend Kit Cloudkicker. Rebecca Cunningham and her daughter Molly purchase Baloo's failing company and Baloo must fly transport runs to clear his debt while dodging Don Karnage and his sky pirates.;1990;TV-G;['animation', 'action', 'comedy', 'drama', 'family', 'fantasy'];['US'];1.0;7.6;14663.0
234;Star Wars: Droids;An animated television series that features the exploits of R2-D2 and C-3PO. The series takes place between the events depicted in Star Wars Episode III: Revenge of the Sith and Star Wars Episode IV: A New Hope.;1985;TV-Y7;['scifi', 'animation', 'action', 'comedy', 'family'];['CA', 'US'];2.0;5.9;1764.0
235;The New Adventures of Winnie the Pooh;An American animated children's television series inspired by A. A. Milne's Winnie-the-Pooh stories.;1988;TV-Y;['comedy', 'family', 'fantasy', 'animation'];['US'];4.0;7.6;4066.0
238;Star Wars: Ewoks;The Ewok Wicket and his friends from the Bright Tree Village go on many magical adventures.;1985;TV-G;['scifi', 'action', 'family', 'fantasy', 'animation'];['US', 'CA'];2.0;6.0;1923.0
262;Boy Meets World;The coming of age events and everyday life-lessons of Cory Matthews, a Philadelphian who grows up from a young boy to a married man.;1993;TV-G;['comedy', 'drama', 'family', 'romance'];['US'];7.0;8.0;41639.0
264;Spider-Man;Bitten by a radioactive spider, Peter Parker develops spider-like superpowers. He uses these to fight crime while trying to balance it with the struggles of his personal life.;1994;TV-Y7;['action', 'family', 'romance', 'crime', 'drama', 'fantasy', 'animation', 'scifi', 'thriller'];['US'];5.0;8.4;30818.0
268;X-Men;The X-Men are an elite team of mutants, genetically gifted human beings with superpowers, sworn to fight for mutant rights against hostile Government agencies, whilst at the same time protecting mankind from mutant supremacist Magneto who seeks to destroy the human race in return for the atrocities committed against mutant kind.;1992;TV-Y7;['scifi', 'thriller', 'animation', 'action', 'family'];['US'];5.0;8.5;41799.0
269;Dinosaurs;Dinosaurs follows the life of a family of dinosaurs, living in a modern world. They have TV's, fridges, microwaves, and every modern convenience.;1991;TV-G;['scifi', 'family', 'fantasy', 'comedy'];['US'];4.0;7.5;18723.0
272;Doug;Doug Funnie experiences common predicaments while attending school in his new hometown of Bluffington, Virginia.;1991;TV-Y7;['animation', 'comedy', 'drama', 'family', 'fantasy'];['US'];8.0;7.4;18859.0
279;Gargoyles;In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle. In present day, David Xanatos buys the castle and moves it to New York City. When the castle is attacked the gargoyles are awakened from a 1000 year curse.;1994;TV-G;['scifi', 'action', 'romance', 'thriller', 'animation', 'drama', 'family', 'fantasy', 'comedy', 'crime'];['JP', 'US'];3.0;8.1;16172.0
287;X-Men: Evolution;Teenagers Cyclops, Jean Grey, Rogue, Nightcrawler, Shadowcat, and Spike fight for a world that fears and hates them.;2000;TV-Y7;['action', 'scifi', 'fantasy', 'romance', 'thriller', 'animation', 'drama'];['US'];4.0;7.8;11779.0
293;Recess;Six brave fourth-graders at Third Street School make it their mission to protect the other kids on the playground. Despite the rule of King Bob and his minions, who enforce his unwritten laws, T.J, Ashley, Vince, Gus, Gretchen and Mikey seek a rational balance between conformity and individuality.;1997;TV-G;['comedy', 'animation', 'family'];['US'];6.0;7.9;25024.0
304;Fantastic Four;When Reed Richards, Sue and Johnny Storm and pilot Ben Grimm take a premature space flight on a new shuttle, they find themselves massively bombarded with cosmic radiation. Barely managing to re-enter and land safely, the quartet find themselves forever transformed with superpowers. Deciding to use these new powers to help people, they form the Fantastic Four, a superhero team dedicated to the protection of Earth from menaces like the Latverian King Dr. Doom and Galactus, the planet consumer.;1994;TV-Y7;['action', 'animation', 'scifi'];['US'];2.0;6.4;3479.0
305;Spider-Man Unlimited;Spider-Man travels to Counter-Earth to rescue a Terran shuttle crew trapped there and discovers a tyrannical & warped version of his world.;1999;TV-Y7;['action', 'crime', 'family', 'scifi', 'thriller', 'animation'];['US'];1.0;6.3;3326.0
307;The Incredible Hulk;"The Incredible Hulk is an American animated television series starring the Marvel Comics character the Hulk. It ran two seasons, for 21 episodes, on the television network UPN from 1996 to 1997. Lou Ferrigno, who portrayed Universal's version of the Hulk on the 1970s live-action TV series, provided the Hulk's voice for the true version from Marvel.

The show often featured cameo appearances by characters from other Marvel cartoons of the period. In the second season, the show's format, after UPN decided that Season 1 was too dark, was changed, and to give ""female viewers a chance"", the network ordered that She-Hulk be made a regular co-star. As a result, the series was officially renamed The Incredible Hulk and She-Hulk. The second season also featured the Grey Hulk.";1996;TV-Y7;['drama', 'action', 'fantasy', 'scifi', 'animation'];['US'];3.0;6.7;3280.0
318;Pepper Ann;"Pepper Ann is an American animated series created by Sue Rose and aired on first run syndication. It debuted on September 1, 1997, and ended on November 24, 2000.

Pepper Ann stars adolescents and charts their ups and downs at Hazelnut Middle School. It aired as part of the The Disney Afternoon block. The character originated in a comic strip published in YM magazine.";1997;TV-Y;['family', 'animation', 'comedy'];['US'];5.0;7.1;3634.0
320;Rolie Polie Olie;"Rolie Polie Olie was a children's television series produced by Nelvana, distributed by Disney, and created by William Joyce, Maggie Swanson, and Anne Wood. The show centers on a little roly pollie who is composed of several spheres and other three-dimensional geometric shapes. The show was one of the earliest series that was fully animated in CGI, and the first CGI animated preschool series.Rolie Polie Olie now airs in reruns on Disney Junior.

Rolie Polie Olie won a Gemini Award in Canada for ""Best Animated Program"" in 1999. The show also won a Daytime Emmy Award for ""Outstanding Special Class Animated Program"" in 2000 and 2005. William Joyce won a 1999 Daytime Emmy for Best Production Design for this series. The show has a vintage atmosphere reminiscent of the 1950s and early 1960s, with futuristic elements.";1998;TV-Y;['animation', 'comedy', 'family', 'fantasy', 'scifi'];['FR', 'GB', 'US', 'CA'];6.0;6.3;2861.0
324;Darkwing Duck;The adventures of superhero Darkwing Duck, aided by his sidekick Launchpad McQuack. In his secret identity of Drake Mallard, he lives in a suburban house with his adopted daughter Gosalyn, next door to the bafflingly dim-witted Muddlefoot family. A spin-off of DuckTales.;1991;TV-G;['action', 'animation', 'comedy', 'crime', 'family', 'fantasy', 'scifi'];['US'];3.0;7.6;16104.0
329;Even Stevens;The Stevens are a middle-class family living in Sacramento, CA. Husband and father Steve is a successful attorney. Wife and mother Eileen is a state Senator. Their oldest child Donnie ia a high-school sports legend. Ren, an 8th-grader, is just about the perfect daughter. She makes the best grades, she's popular, she does volunteer work and other extracurricular tasks by the score. Her brother Louis, in the 7th grade, is her opposite. He likes to sleep late, he's messy, his grades are not good, he's frequently in detention and he seems to take nothing seriously. But he is serious about finding something of his own that he can do to put himself on a par with the rest of his overachieving family. Though he and Ren occasionally soften their attitudes toward each other, at any given moment the're likely to be fighting like mongoose and cobra.;2000;TV-G;['comedy', 'family'];['US'];3.0;7.6;14537.0
331;Iron Man;Industrialist Tony Stark leads a private team of superheroes as Iron Man against the forces of evil.;1994;TV-Y7;['action', 'scifi', 'family', 'animation'];['US'];2.0;6.6;3247.0
335;The Little Mermaid;Disney's The Little Mermaid is an American animated television series produced by Walt Disney Television Animation based on the 1989 Disney film of the same name. It features the adventures of Ariel as a mermaid prior to the events of the film. This series is the first Disney television series to be spun off from a major animated film. Some of the voice actors of the film reprise their roles in the series, among them Jodi Benson as Ariel, Samuel E. Wright as Sebastian, Kenneth Mars as King Triton, and Pat Carroll as Ursula.;1992;TV-G;['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation'];['US'];3.0;6.7;5028.0
336;Silver Surfer;The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.;1998;TV-Y7;['scifi', 'thriller', 'animation', 'action'];['US'];1.0;7.0;2361.0
342;Smart Guy;T.J. is a boy genius who gets bumped up from the fourth grade to high school. T.J. tries to adjust to his new life, but he shares some classes with his 14 year-old brother Marcus, the school jock, and his clueless and self-absorbed 16 year-old sister Yvette.;1997;TV-G;['comedy', 'drama', 'family'];['US'];3.0;7.4;5099.0
346;Bonkers;Bonkers is an animated American television series that aired from September 4, 1993 to August 24, 1995 in first-run syndication. The syndicated run was available both separately, and as part of The Disney Afternoon. The show was last seen on Toon Disney, but was taken off the schedule in late 2004.;1993;TV-Y7;['comedy', 'western', 'action', 'fantasy', 'scifi', 'animation', 'crime', 'family'];['US'];4.0;6.7;1477.0
348;Timon & Pumbaa;"Set after the events of the ""The Lion King,"" follow Timon and Pumbaa as they go on misadventures in the jungle, as well as across the globe in various.";1995;TV-Y;['comedy', 'scifi', 'animation', 'family', 'music', 'fantasy'];['US'];8.0;7.0;10053.0
349;Hercules;Follow Herc's many labors during the years he spent training on how to be a hero under the tutelage of satyr Phil. Many of the Olympian Gods and Goddesses pay visit to the young hero-to-be and help or hinder him in his new adventures.;1998;TV-Y;['comedy', 'action', 'animation', 'family', 'fantasy'];['US'];2.0;6.6;10423.0
351;Out of the Box;"Out of the Box is a Disney Channel TV series that takes place in a playhouse made entirely of cardboard boxes, where two hosts, Tony James and Vivian McLaughlin Bayubay, make crafts, sing songs, and act out plays.

Two special episodes were released on VHS by Walt Disney Home Video, Out of the Box: Trick or Treat, and Out of the Box: Happy Holidays. Trick or Treat is also available on the DVD entitled Rolie Polie Olie: A Spookie Ookie Halloween.

The series was created and executive produced by Douglas Love and was based on his series of books from HarperCollins. Three seasons were filmed at Kaufman Astoria Studios in New York City. The series earned three Parents' Choice Awards for excellence in television and an Emmy nomination.";1998;TV-Y;['music', 'comedy', 'family', 'fantasy', 'sport', 'documentation'];['US'];3.0;7.4;990.0
353;Adventures in Wonderland;"Adventures in Wonderland is a live-action musical television series based on Walt Disney's animated classic Alice in Wonderland. In the series, Alice, was portrayed as a girl who can go to and from Wonderland simply by walking through her mirror.

The show ran from 1992 to 1995 on the Disney Channel and on stations across the country. Like many Disney Channel original shows, Adventures in Wonderland was taped at Disney-MGM Studios at the Walt Disney World Resort in Lake Buena Vista, Florida, with two sound stages used exclusively for the show, but only for its first 40 episodes. Afterward, shooting was moved to Los Angeles, CA.

Walt Disney Studios Home Entertainment released three VHS tapes of certain episodes.";1992;TV-Y;['scifi', 'comedy', 'family', 'fantasy'];['US'];5.0;7.9;727.0
354;So Weird;Fourteen-year-old Fi Phillips investigates the paranormal while touring the country in a bus with her widowed rock-star mom and her skeptical brother, Jack. At the beginning of Season 3, Fi passed the job of case cracker to a songbird named Annie;1999;TV-PG;['scifi', 'family', 'thriller'];['US'];3.0;8.4;2960.0
359;Mighty Ducks: The Animated Series;"Mighty Ducks is an American animated television series that aired on ABC and The Disney Afternoon in the fall of 1996. The show was inspired by and loosely based on the live-action films and NHL team of the same name. T

DisneyQuest, an ""Indoor Interactive Theme Park"" located in the Downtown Disney area of the Walt Disney World Resort, has an attraction loosely based on the program called Mighty Ducks Pinball Slam. Wildwing is the only character from the show featured, first as a life-size cutout at the front of the queue line and then again as the goalie in the game.";1996;TV-Y7;['action', 'sport', 'family', 'animation', 'comedy', 'scifi', 'drama'];['US'];1.0;6.4;1925.0
360;Goof Troop;Goofy is a single father raising his son, Max in Spoonerville. As it happens, Goofy and Max end up moving in next door to Goofy's high school friend Pete and his family. Pete's son PJ and Max become best friends practically doing everything together.;1992;TV-G;['animation', 'comedy', 'family', 'music'];['US'];2.0;6.8;8582.0
364;101 Dalmatians: The Series;After foiling Cruella DeVil's plot to make a fur coat with the puppies' skins, the Dearly Family (Roger and Anita Dearly, Nanny, Pongo, Perdita, their 15 birth puppies and 84 adopted puppies) move to a new farm home in the country. Join Pongo and Perdy's pups, brave Lucky, tubby Rolly and Cadpig the runt, together with their chicken friend Spot, as they defend their new home from Cruella DeVil (Anita's boss and now new neighbor), continually get in and out of trouble, sneak into Grutely, and have all sorts of crazy adventures around the farm. Also along for the fun is Tripod, Patch, Two-Tone, Wizzer, Dipstick, Mooch, and the rest of their barnyard friends.;1997;TV-G;['action', 'comedy', 'family', 'animation'];['US'];2.0;6.1;1580.0
378;The Avengers: United They Stand;When the planet is threatened by Super Villains, time traveling conquerors, alien invaders, mythical monsters or mad robots bent on the total destruction of humanity, when the forces of evil are so overwhelming that no single hero has the power to save the world, when there is no hope left…the AVENGERS ASSEMBLE!;1999;TV-Y7;['animation', 'action', 'scifi'];['US'];1.0;5.2;946.0
383;Quack Pack;This cartoon follows on from the 1980’s cartoon “Ducktales”, continuing the adventures of Huey, Dewey and Louie. Now 12 year olds and living with their uncle Donald Duck, the three spend their time playing practical jokes on their hapless uncle and otherwise getting into trouble.;1996;Unknown;['animation', 'comedy', 'family'];['US'];1.0;6.7;4117.0
406;Teacher's Pet;Tired of being a dog, Spot the Dog disguises himself as a boy named Scott and goes to school! With the help of his owner, Leonard, the duo try to keep his deception a secret.;2000;TV-Y;['comedy', 'fantasy', 'animation', 'family'];['US'];2.0;6.2;515.0
426;Star Wars: The Clone Wars;Yoda, Obi-Wan Kenobi, Anakin Skywalker, Mace Windu and other Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.;2008;TV-PG;['scifi', 'action', 'animation', 'drama', 'fantasy'];['US'];7.0;8.4;85602.0
430;Star Wars: Clone Wars;"This Emmy Award-winning series recounts the events and battles of the Galactic Republic’s last major war — the Clone Wars. Jedi Master Obi-Wan Kenobi leads an assault on the planet Muunalist, home of the Intergalactic Banking Clan; his Padawan, Anakin Skywalker, is appointed by Supreme Chancellor Palpatine to lead the Republic’s space forces. Meanwhile, Separatist leader and Sith Lord Count Dooku takes in Force-sensitive gladiator Asajj Ventress as his Sith apprentice, and tasks her with eliminating Skywalker.";2003;TV-PG;['action', 'scifi', 'animation', 'drama', 'family', 'fantasy'];['US'];3.0;7.8;25637.0
443;Phineas and Ferb;Each day, two kindhearted suburban stepbrothers on summer vacation embark on some grand new project, which annoys their controlling sister, Candace, who tries to bust them. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.;2007;TV-G;['scifi', 'family', 'animation', 'action', 'comedy'];['US'];4.0;8.3;72.0
462;Dog Whisperer;Cesar Millan has been called the Dr. Phil for Dogs. With an uncanny ability to rehabilitate problem dogs of all shapes and sizes. Each episode of the Dog Whisperer documents the remarkable transformations that take place under Cesar's guidance and teaching, helping dogs and their owners live happier lives together.;2004;TV-G;['family', 'reality'];['US'];9.0;7.9;2743.0
481;Lizzie McGuire;Lizzie McGuire is all about the ordinary and not-so-ordinary adventures of a junior high student and her two best friends as they try to deal with the ups and downs of school, popularity, boys, parents, a bratty little brother--just life in general. And if Lizzie leaves anything unsaid, you can bet that her cartoon alter ego will say it for her!;2001;TV-PG;['comedy', 'drama', 'family'];['US'];2.0;6.6;19060.0
483;Little Einsteins;A group of musically gifted and ethnically diverse children travel around the world in an artificially intelligent rocket named Rocket.;2005;TV-Y;['animation', 'comedy', 'family', 'music', 'scifi', 'drama'];['US', 'JP'];3.0;6.2;1834.0
488;Kim Possible;If there's danger or trouble, Kim Possible is there on the double to save the world from villains... and still make it home in time for cheerleading practice! Luckily, Kim has her sidekick Ron Stoppable and his pet naked mole-rat Rufus by her side.;2002;TV-G;['action', 'comedy', 'scifi', 'animation', 'family', 'romance'];['US'];4.0;7.2;27038.0
491;Hannah Montana;"At home and school, she's Miley Stewart, a typical teenager, but when the lights go down and the curtain goes up, she emerges as the glamorous and talented Hannah Montana. Having the ""Best of Both Worlds"" is a complicated proposition, and keeping her identity under wraps leads Miley and her friends into some hilarious capers as she tries to balance her normal life with her rock star persona.";2006;TV-G;['music', 'comedy', 'family'];['US'];4.0;5.1;39783.0
496;The Avengers: Earth's Mightiest Heroes;When the powers of a single hero are not enough to save the world, the world’s greatest heroes—Iron Man, Thor, Captain America, The Hulk, Ant-Man/Giant Man and Wasp—assemble to form the Avengers.;2010;TV-Y7;['scifi', 'animation', 'action', 'family'];['US'];2.0;8.3;14706.0
500;Wolverine and the X-Men;Wolverine and the X-Men must join together again to not only battle the increasingly powerful Mutant Response Division, but also to prevent a catastrophic future that Xavier has warned Wolverine must never come to pass.;2009;TV-Y7;['action', 'scifi', 'drama', 'family', 'animation'];['US'];1.0;8.0;10914.0
503;Mickey Mouse Clubhouse;Mickey and his friends Minnie, Donald, Pluto, Daisy, Goofy, Pete, Clarabelle and more go on fun and educational adventures.;2006;TV-Y;['animation', 'comedy', 'family', 'fantasy'];['US'];5.0;5.7;3596.0
508;American Dragon: Jake Long;American Dragon is a coming of age comedy-action series about Jake Long, a 13-year-old Asian-American boy who strives to find balance in his life as a skateboard-grinding, New York 'tween while learning to master his mystical powers (in his secret identity) as the American Dragon, the protector and guardian of all magical creatures secretly living amidst the human world.;2005;TV-G;['comedy', 'action', 'animation', 'family', 'fantasy'];['US'];2.0;6.6;11743.0
510;Wizards of Waverly Place;Alex, Justin and Max Russo are not your ordinary kids - they're wizards in training! While their parents run the Waverly Sub Station, the siblings struggle to balance their ordinary lives while learning to master their extraordinary powers.;2007;TV-G;['scifi', 'comedy', 'drama', 'family', 'fantasy'];['US'];4.0;6.9;33279.0
519;The Proud Family;Follow the adventures and misadventures of Penny, a 14-year-old African American girl who's doing her best to navigate through the early years of teen-dom. Penny's every encounter inevitably spirals into bigger than life situations filled with hi-jinks, hilarity and heart. Her quest to balance her home, school and social lives are further complicated by friends like the sassy Dijonay, Penny's nemesis LaCienega Boulevardez, her loving, if not over-protective parents and her hip-to-the-groove-granny, Suga Mama.;2001;TV-Y;['animation', 'comedy', 'family', 'fantasy'];['US'];3.0;6.5;7344.0
526;Good Luck Charlie;Teens PJ and Teddy and tween brother Gabe are typical kids -- that is, until their mother has another baby. The arrival of their new sister completely upends the entire household. When their mother heads back to work after Charlie's birth, it's up to the kids and their dad to keep the home fires burning -- and to keep Charlie out of trouble as she learns to sit up, crawl, walk and run. Teddy, as the older sister, makes a personalized video diary for Charlie, in each episode adding a nugget of wisdom for her baby sibling.;2010;TV-G;['drama', 'family', 'comedy', 'music'];['GB', 'US'];4.0;7.1;21386.0
527;Lilo & Stitch: The Series;Lilo & Stitch: The Series is the animated television spinoff of the feature film, Lilo & Stitch and the follow-up to Stitch! The Movie. It was aired on Disney Channel worldwide, but has only been released on DVD in Japan, in four box sets.;2003;TV-Y7;['action', 'scifi', 'animation', 'comedy', 'family'];['US'];4.0;6.7;9902.0
529;Iron Man: Armored Adventures;"Iron Man: Armored Adventures is a 3D CGI cartoon series based on the Marvel Comics superhero Iron Man. It debuted in the USA on the Nicktoons on April 24, 2009, and has already begun airing on Canadian network Teletoon. Iron Man: Armored Adventures aired on Nickelodeon on July 4, 2009 until September 12, 2009. The series is story edited by showrunner Christopher Yost, who also worked on Wolverine and the X-Men, and numerous other Marvel Animation projects. The television show is not related to the 2007 animated film The Invincible Iron Man; It has a different voice cast, but some story elements are similar and the show uses the same musical score as the film in some instances. It is the first Iron Man television series since Iron Man from 1994–1996, and started airing after the success of the live action Iron Man film.

The series follows the adventures of teenage child prodigy Tony Stark and his alter ego of Iron Man. As Iron Man, he uses his technological inventions to fight various similarly technologically advanced threats. His friends, James ""Rhodey"" Rhodes and Pepper Potts help him on his courageous, and dangerous adventures.";2009;TV-Y7;['scifi', 'action', 'family', 'fantasy', 'animation'];['US'];2.0;6.4;3570.0
531;Kick Buttowski: Suburban Daredevil;"Kick Buttowski: Suburban Daredevil is an Emmy Nominated animated television series created by animator Sandro Corsaro, about a young boy named Clarence ""Kick"" Buttowski, who aspires to become the world's greatest daredevil. It became the fourth Disney XD original series and the first animated series. The show premiered on February 13, 2010, with two episodes airing the first day. Also the series premiered on Disney Channel Asia on May 28, 2010 There are two 11-minute segments per show. The show uses Toon Boom Animation software. There are also some 3D-animated elements. The series is executive-produced and directed by Chris Savino. and Sandro Corsaro. Many of the characters and situations were based on the Corsaro's childhood growing up in Stoneham, Massachusetts.";2010;TV-Y7;['action', 'comedy', 'family', 'thriller', 'animation'];['US'];2.0;6.6;4980.0
533;The Suite Life of Zack & Cody;Meet Zack and Cody, 11 year-old identical twins and the newest residents of Boston's swanky Tipton Hotel. Living in a suite with their mom Carey, the boys treat the Tipton like their own personal playground.;2005;TV-G;['comedy', 'family'];['US'];3.0;6.5;35924.0
534;Shake It Up;"Best pals CeCe and Rocky dream of dancing stardom. And they seem on the verge of realizing that goal when they win places as backup dancers on the local TV show ""Shake It Up, Chicago."" While they get to show off their moves, they find out they need to keep putting their best feet forward to keep up with the rest of the crew on the show.";2010;TV-G;['comedy', 'family'];['US'];3.0;7.8;73.0
535;That's So Raven;"No ordinary teenager; Raven Baxter can see glimpses of the future! Watch her schemes and misadventures as she enlists the help of friends, including best friends Eddie and Chelsea, to change life's little outcomes. Raven's younger brother, Cory, is obsessed with money and creates get-rich-quick schemes to try to earn cash.";2003;TV-G;['scifi', 'comedy', 'family', 'fantasy'];['US'];4.0;6.6;19722.0
545;Super Robot Monkey Team Hyperforce Go!;"Super Robot Monkey Team Hyperforce Go! is an American/Japanese animated television series, and was created by Ciro Nieli, one of the directors of Teen Titans, with animation being done by a Japanese studio known as The Answer Studio. Set mainly on the fictional planet of Shuggazoom, the series follows the adventures of five cyborg monkeys and a human boy named Chiro as they struggle to protect their planet - and the rest of the universe - from the forces of evil.

As is obvious from the visual appearance of the show, there is a significant anime influence present, despite being produced for American television. It was also influenced by Star Trek, Super Sentai, Voltron, and Star Wars. The show also contains various references to pop culture, a notable example being the episode ""Season of the Skull"", which is a parody of the 1970s thriller The Wicker Man.";2004;TV-Y7;['action', 'family', 'fantasy', 'scifi', 'animation', 'comedy'];['US', 'JP'];4.0;6.3;2313.0
547;The Super Hero Squad Show;The Super Hero Squad Show is an American cartoon series by Marvel Animation. It is based on the Marvel Super Hero Squad action figure line from Hasbro, which portray the Avengers, the X-Men, and various other characters of the Marvel Universe in a cartoonish super-deformed-style. It is also a self-aware parody of the Marvel characters, with influences taken from on the comedic Mini Marvels series of parody comic books, in that the heroes tend to find themselves in comedic situations, and have cartoonish bents in comparison to their usually serious personalities, and is an overall comedic take on the Avengers. The series' animation was produced by Film Roman and Marvel Animation.;2009;TV-Y7;['action', 'comedy', 'family', 'scifi', 'animation'];['US'];2.0;5.9;1792.0
549;Fantastic Four: World's Greatest Heroes;Mister Fantastic, the Invisible Woman, the Human Torch, and Thing battle some of their greatest foes, including Doctor Doom, Ronan the Accuser, the Multiple Man, and Mole Man.;2006;TV-Y7;['action', 'animation', 'family', 'scifi'];['US'];1.0;6.8;2341.0
552;Special Agent Oso;Special Agent Oso is a Disney Channel interactive animated series created by Ford Riley. Special Agent Oso hit the air on April 4, 2009 with a six episode block, and the companion 15-episode series Three Healthy Steps first aired from February 14 to February 27, 2011. The program was originally part of the Playhouse Disney block intended for preschoolers. On February 14, 2011, it was moved to the Disney Junior block that served as Playhouse Disney's replacement. It is shown on Mini CITV and ITV1 at 06:35am Sundays. The show will stay on Disney Junior because it is one of the main shows shown on Playhouse Disney.;2009;TV-Y;['animation', 'action', 'family'];['US'];2.0;5.2;601.0
553;The Suite Life on Deck;"Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner owned by London's father. The ship cruises the world with tourists and students who attend classes at Seven Seas High, the one high school that London's dad thinks will make his daughter a better student. While out at sea, Zack and Cody still have their compass pointed towards mischief, and London learns to live a ""fabu-less"" lifestyle, including sharing a small room with Bailey, a country girl from Kansas.";2008;TV-PG;['comedy', 'family', 'action', 'drama'];['US'];3.0;6.3;18564.0
554;Sonny with a Chance;"Allison ""Sonny"" Munroe makes the leap from the Midwest to Los Angeles to join the cast of ""So Random!,"" the most popular sketch comedy TV show for kids and tweens. Her fellow young actors are resident teen queen Tawni, super suave Nico, gregarious funnyman Grady and quirky Zora. Now Sonny must somehow balance these new friendships while adjusting to her family's decidedly different way of life in Hollywood. Meanwhile, Sonny must also contend with heartthrob Chad Dylan Cooper, star of the rival show ""MacKenzie Falls,"" who makes it known that he thinks his dramatic work is better than her comedy career.";2009;TV-G;['comedy', 'family', 'romance'];['US'];3.0;6.0;12121.0
558;Handy Manny;Handy Manny is a Disney animated children's television program that premiered on September 16, 2006.;2006;TV-Y;['comedy', 'animation', 'family'];['US'];4.0;5.5;1964.0
