;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes
71;Dil;Raja lives a poor lifestyle along with his dad, Hazariprasad and mom. He attends college where he has several run-ins with wealthy fellow-collegian, Madhu Mehra. Matters escalate to such an extent that she accuses him of sexually molesting her. When his dad comes to know, he decides to seize this chance to get rich quickly, masquerades as a wealthy businessman, approaches Mr. Mehra, and arranges for their children to get married. Murphy's law prevails at the time of the engagement - changing everyone's lives forever.;1990;Unknown;172;['drama', 'comedy', 'romance'];['IN'];6.6;5316.0
72;Adam: His Song Continues;Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.;1986;Unknown;100;['crime', 'drama'];['US'];7.0;212.0
73;The George McKenna Story;Washington plays a school principal in a tough inner city Los Angeles high school out to rid it of drugs, gangs, low moral of teachers, and restore educational values.;1988;Unknown;100;['drama'];['US'];6.0;921.0
74;In Defense of a Married Man;When a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. Can she overcome his betrayal while searching for the truth?;1990;Unknown;94;['drama', 'crime'];['US'];5.6;207.0
75;Bill Hicks: Sane Man;Sane Man was filmed before Bill recorded ‘Dangerous’, his first comedy album, and is a turning point in Hicks’ career. It was the first complete Hicks show ever filmed and Bill pulled out all the stops for the cameras. Completely focused, a newly-sober Hicks paces the stage like a wild animal riffing effortless.;1989;R;80;['comedy'];['US'];Unknown;Unknown
76;Mujrim;The film follows the story of Shankar, who is regarded as a criminal by the society after being in jail for ten years since childhood.;1989;Unknown;162;['drama', 'action', 'crime'];['IN'];5.4;197.0
77;Aakhri Adaalat;Inspector Amar Kaushal attempts to incarcerate wrong-doers in his society only lead to frustration when they are let off by the incompetence of the law and his superiors and seniors. Eventually Amar stands accused of killing several criminals and innocents which prompts him to take law into his own hands.;1988;Unknown;148;['action', 'crime', 'thriller'];['IN'];5.1;92.0
78;Alexandria, Again and Forever;"Set in 1987 against the backdrop of a hunger strike by the Egyptian film industry, Chahine himself steps in to play Yehia, the famed Egyptian director whose life is chronicled in ""Alexandria, Why?"" and ""An Egyptian Story"". Obsessed with Amr, the handsome actor he discovered and cast as his alter-ego in parts one and two of The Alexandria Trilogy, Yehia pressures Amr to star in various film projects that change even as Yehia's perception of the young actor begins to change. He first casts Amr as Hamlet, which the actor deems too demanding for his talents, then as the lead in a musical biopic of demigod Alexander the Great, who founded the city of Alexandria in 332 B.C.";1989;Unknown;105;['drama'];['FR', 'EG'];6.5;658.0
79;Duniya;Mohan Kumar's diligence and honesty lands him in trouble with Balwant Singh Kalra, Jugal Kishore Ahuja, and Mr. Bhandari. Together the trio frame and imprison Mohan and make him watch helplessly as his wife is killed. Years later, Mohan Kumar is released from prison, his only goal in life is to avenge his humiliation and wrongful arrest at the hands of the trio. With the help of Dinesh Verma, he establishes himself again, and starts the process of bringing death and destruction to the trio. The trio are well aware of his presence, and decide to send one of their men, Ravi, to spy on him. Ravi falls in love with Verma's daughter, Roma, and decides to change sides to help Verma and Mohan, but Mohan will not have anything to do with Ravi, and asks him to leave. Ravi then becomes a target by the trio and their men, and has to save himself, and the only way he can redeem himself is by turning the tables over Mohan, who is none other than his own father.Duniya;1984;Unknown;170;['action', 'drama'];['IN'];6.3;245.0
80;Strange Voices;A family begins to fall apart when their eldest daughter is diagnosed with schizophrenia.;1987;Unknown;100;['drama'];['US'];6.3;360.0
81;Jaal;Shankar's father leaves the family for Meenabai. He later learns that his father is dead. He sets out to find out Meenabai, who he thinks is behind his father's death.;1986;Unknown;159;['action', 'drama', 'thriller'];['IN'];5.2;125.0
82;Quiet Victory: The Charlie Wedemeyer Story;"Film that tells the story of Los Gatos (California) high school football coach Charlie Wedemeyer. At 31, onetime football pro Wedemeyer is living the American dream; a winning team, a happy marriage and public adulation.";1988;Unknown;100;['drama'];['US'];7.2;144.0
84;Muqaddar Ka Faisla;Muqaddar ka Faisla, is the story of Pandit Krishna Kant. A poor, but extremely honest, upright, God-fearing man, who refuses to compromise on his principles.;1987;Unknown;172;['action', 'comedy', 'drama', 'family'];['IN'];4.8;69.0
85;Pyar Ke Do Pal;In order to assist her close friend, Rajni Thakur, Geeta Choudhary, has an abortion in her name, so that Rajni can get married. When her secret gets leaked out, Geeta's husband, Ashok, blames her, accuses her of being unfaithful, and drives her out of his house. They have twins, Sunil and Anil, and each parent is allowed custody of one child. The children meet each other at Scout camp, and decide to re-unite their parents, without realizing that they are exposing not only them, but also each other, to danger and death.;1986;Unknown;125;['drama', 'action'];['IN'];6.1;66.0
86;Sohni Mahiwal;Shahjada Ijjat Beg comes to India with his caravan and settles in a town in Gujrat. Here he falls in love with Sohani, who keeps a shop in metal pots. Ijjat Beg buys pot from her with whatever money he had and they were attracted to each other. Sohni dispensed with her servant and kept Ijjat Beg instead. This gave them more opportunity to meet. This was a scandal in the town and Sohni was perforce married to Rehaman who was slightly off his head. Sohni continued her meeting Ijjat Beg who went out fishing. When the atmosphere became to hot for them they jointly took a water grave for their love.;1984;Unknown;160;['romance', 'drama', 'action'];['IN'];6.1;297.0
87;Ek Jaan Hain Hum;Coming from a decent upper middle-class family, Vikram Saxena meets with gorgeous Seema Singh, and both fall in love. But their respective families have other plans for them. While Vikram is able to convince his advocate dad, Shyam Sunder, to change his mind, Seema is unable to do so, and her marriage is being planned with a U.S. resident. Things take a turn for the worst when the police arrest Vikram with arson, with evidence that he had burned down a property belonging to Seema's dad, Colonel Ram Mohan Singh. Due to this, Vikram's dad comes forward to defend him, and Seema will not have anything to do with him anymore. Shyam Sunder realizes that the only way he can save his son from being imprisoned is to have him certified as insane, but will have to live with the consequences for the rest of his life, as well as the the stigma this will place on his family for years to come.;1983;Unknown;151;['family', 'romance'];['IN'];6.3;70.0
88;An Egyptian Story;"Acclaimed actor Nour El Cherif here plays Egyptian filmmaker Yehia Mourad some thirty years after we last see him in ""Alexandria, Why?""  Though successful in his work, Yehia has grown distant from his wife and children and suﬀers a symbolic blockage of the heart while shooting the final scenes of his latest film. After being flown to England for evaluation, it's determined that Yehia must undergo emergency surgery.  Fact and fiction blend seamlessly—with healthy doses of cleverly  absurdist fantasy—as the film explores the various personalities and forces that have made Yehia (and Youssef Chahine) the man he has become.";1982;Unknown;129;['drama', 'fantasy'];['EG'];7.3;1126.0
89;The Little Wars;Beirut resident Soraya is drawn to two men: daredevil photographer Nabil and Talal, who must embrace his feudal heritage when his father is kidnapped.;1982;Unknown;108;['war', 'drama', 'european'];['FR', 'LB'];6.3;152.0
90;Unspeakable Acts;Two psychologist try to demonstrate that a man is a pedophile and has abused many children.;1990;Unknown;100;['drama'];['US'];6.1;464.0
92;Mission: Impossible;When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.;1996;PG-13;110;['thriller', 'action'];['US'];7.1;420673.0
94;Se7en;"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.";1995;R;127;['crime', 'thriller', 'drama'];['US'];8.6;1606270.0
96;Boogie Nights;"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.";1997;R;156;['drama'];['US'];7.9;261563.0
97;Forrest Gump;A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.;1994;PG-13;142;['drama', 'romance'];['US'];8.8;2021343.0
98;Snatch;Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.;2000;R;103;['crime', 'comedy'];['US', 'GB'];8.3;841435.0
99;The Talented Mr. Ripley;Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.;1999;R;139;['thriller', 'drama', 'crime'];['US'];7.4;207524.0
102;Titanic;101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.;1997;PG-13;194;['drama', 'romance'];['US'];7.9;1146825.0
104;Starship Troopers;"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".";1997;R;129;['scifi', 'action', 'thriller'];['US'];7.3;291452.0
105;Mission: Impossible II;With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.;2000;PG-13;123;['thriller', 'action'];['US'];6.1;337987.0
106;Dumb and Dumber;"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.";1994;PG-13;107;['comedy'];['US'];7.3;379999.0
108;Gattaca;In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.;1997;PG-13;106;['scifi', 'thriller', 'romance', 'drama'];['US'];7.8;300701.0
