;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes
699;The Rite;Seminary student Michael Kovak reluctantly attends exorcism school at the Vatican. While he’s in Rome, Michael meets an unorthodox priest who introduces him to the darker side of his faith, uncovering the devil’s reach even to one of the holiest places on Earth.;2011;PG-13;114;['drama', 'thriller', 'horror'];['US', 'HU', 'IT'];6.0;97585.0
700;Quartet;The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.;2012;PG-13;98;['drama', 'comedy', 'romance', 'music'];['GB'];6.8;20297.0
701;Arthur Christmas;Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning.;2011;PG;97;['drama', 'animation', 'family', 'comedy', 'fantasy'];['GB', 'US'];7.1;58635.0
702;John Mulaney: New in Town;Stand-up comedian John Mulaney tackles such red-hot topics as quicksand, Motown singers and an elderly man he once met in a bathroom.;2012;Unknown;58;['comedy', 'documentation'];['US'];8.2;6729.0
704;Hop;E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.;2011;PG;101;['animation', 'comedy', 'family', 'fantasy'];['US'];5.4;34363.0
705;Red Riding Hood;Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.;2011;PG-13;100;['fantasy', 'thriller', 'horror', 'drama', 'romance'];['CA', 'US'];5.4;112015.0
706;The History of Future Folk;An alien intending to claim Earth for his people before their homeworld is destroyed by a comet decides not to eliminate humanity when he hears their music. Instead, he lives among them until another alien is sent to find and kill him.;2012;Unknown;86;['music', 'comedy', 'scifi'];['US'];7.1;3478.0
707;A Very Harold & Kumar Christmas;Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.;2011;R;108;['comedy', 'fantasy', 'romance'];['US'];6.2;69562.0
708;Escape from Planet Earth;Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.;2012;PG;89;['scifi', 'comedy', 'family', 'animation'];['CA', 'US'];5.8;25734.0
710;One Piece Film: Z;Zephyr, now known as Z, rides the seas with only one goal: Destroy all pirates and their dreams at becoming King of Pirates. When Luffy and his crew encounter him at sea, not only are they utterly defeated by the man with an arm made of Seastone, Nami, Robin, and Chopper are turned 10 years younger due to Z's minion Ain. Luffy is so determined to win against him that he does not even notice Z's master plan that could sacrifice thousands of lives.;2012;PG-13;108;['action', 'animation', 'fantasy'];['JP'];7.8;7243.0
712;Bully;This year, over 5 million American kids will be bullied at school, online, on the bus, at home, through their cell phones and on the streets of their towns, making it the most common form of violence young people in this country experience. The Bully Project is the first feature documentary film to show how we've all been affected by bullying, whether we've been victims, perpetrators or stood silent witness. The world we inhabit as adults begins on the playground. The Bully Project opens on the first day of school. For the more than 5 million kids who'll be bullied this year in the United States, it's a day filled with more anxiety and foreboding than excitement. As the sun rises and school busses across the country overflow with backpacks, brass instruments and the rambunctious sounds of raging hormones, this is a ride into the unknown.;2011;PG-13;92;['drama', 'documentation'];['US'];7.4;10266.0
713;Chaos, Disorder;Manal is the lovely young daughter of a grocer in an isolated, run-down Cairo neighborhood town bordering a garbage dump.  Both Zaki and Mounir want to marry her.  Instead of letting Manal choose, the boys challenge each other to a soccer match in which the winner will gain her hand in marriage. ;2012;Unknown;76;['drama', 'family', 'fantasy'];['EG'];6.2;109.0
714;Sebastian Maniscalco: What's Wrong with People?;"""What's Wrong with People?"" asks Sebastian Maniscalco, as he hilariously tries to bridge the Italian-American Old World he grew up in with the contemporary frenetic world we all live in today.";2012;Unknown;75;['comedy'];['US'];8.0;1217.0
717;Singham;An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated.;2011;Unknown;135;['drama', 'action', 'crime'];['IN'];6.8;16827.0
720;Berserk: The Golden Age Arc II - The Battle for Doldrey;The Band of the Hawk participates in the Midland war campaign. On the bloody battlefield, they conquer decisive victories that lead them to Doldrey, an old fortress that will decide the outcome of the war.;2012;R;98;['action', 'drama', 'fantasy', 'animation', 'horror'];['JP'];7.7;10470.0
721;Zindagi Na Milegi Dobara;Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?;2011;PG;166;['romance', 'drama', 'comedy'];['IN'];8.1;76565.0
723;Sleepless Nights;Through the stories of Assaad Shaftari, a former high-ranking militia officer, and Maryam Saiidi, the mother of a missing communist fighter, the film digs into war wounds and poses the question of whether or not redemption and forgiveness are possible.;2012;Unknown;128;['documentation'];['FR'];7.7;27.0
724;What About Dick?;"What About Dick? begins with the birth of a sex toy invented in Shagistan in 1898 by Deepak Rushdie Obi Ben Kingsley (Eddie Izzard), and tells the story of the subsequent decline of the British Empire as seen through the eyes of a Piano. The Piano (Eric Idle) narrates the tale of Dick (Russell Brand); his two cousins: Emma, (Jane Leeves) an emotionally retarded English girl; her kleptomaniac sister Helena (Sophie Winkleman) and their dipsomaniac Aunt Maggie (Tracey Ullman) who all live together in a large, rambling, Edwardian novel.  When the Reverend Whoopsie (Tim Curry) discovers a piano on a beach, a plot is set afoot that can be solved only by a private Dick, the incomprehensible Scottish sleuth Inspector McGuffin (Billy Connolly) who with the aid of Sergeant Ken Russell (Jim Piddock) finally reveals the identity of the Houndsditch Mutilator.";2012;G;80;['comedy'];['GB', 'US'];Unknown;Unknown
725;Inventing David Geffen;"Notoriously press and camera-shy, David Geffen reveals himself for the first time in this unflinching portrait of a complex and compelling man. His far-reaching influence - as an agent and manager, record industry mogul, Hollywood and Broadway producer, and billionaire philanthropist - has helped shape American popular culture for the past four decades. This documentary offers a rare insight into the world of the man responsible for launching the early successes of Joni Mitchell, Tom Cruise, and Guns N’ Roses; co-founded DreamWorks; produced Cats and Dreamgirls;  and is one of the largest contributors to the fight against AIDS. (SBS AU)  Geffen narrates his unorthodox rise from working class Brooklyn boy to billionaire entertainment power broker in extensive interviews.  American Masters explores the highs and the lows in Geffen’s professional and personal life through more than 50 new interviews with his friends, colleagues and clients, as well as other media luminaries. (PBS)";2012;Unknown;120;['documentation'];[];Unknown;Unknown
728;A Princess for Christmas;After her sister and brother-in-law's tragic death, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.;2011;PG;89;['family', 'romance', 'comedy', 'drama'];['US'];6.3;8268.0
729;Middle of Nowhere;When her husband is sentenced to eight years in prison, Ruby drops out of medical school in order to focus on her husband's well-being while he's incarcerated - leading her on a journey of self-discovery in the process.;2012;R;101;['drama'];['US'];6.5;1838.0
730;Donald Glover: Weirdo;"Fearlessly funny stand-up comic and sitcom star Donald Glover puts on a live show in New York, confessing his love for Cocoa Puffs and Toys ""R"" Us.";2012;Unknown;65;['comedy', 'documentation'];['US'];7.4;3584.0
733;Delhi Belly;Three unsuspecting, average guys find themselves on the hit list of one of India's most-powerful crime syndicates.;2011;Unknown;102;['comedy', 'action', 'crime', 'thriller'];['IN'];7.5;29927.0
734;Undefeated;Set against the backdrop of a high school football season, Dan Lindsay and T.J. Martin’s documentary UNDEFEATED is an intimate chronicle of three underprivileged student-athletes from inner-city Memphis and the volunteer coach trying to help them beat the odds on and off the field.  For players and coaches alike, the season will be not only about winning games — it will be about how they grapple with the unforeseeable events that are part of football and part of life.;2011;PG-13;113;['documentation', 'sport'];['US'];7.7;7073.0
735;Barfi!;He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!;2012;G;151;['drama', 'romance', 'comedy'];['IN'];8.1;81198.0
736;6 Bullets;An ex-mercenary known for finding missing children is hired by a mixed martial arts fighter whose daughter has been kidnapped.;2012;R;115;['thriller', 'action', 'crime', 'drama'];['US'];6.0;14988.0
737;7 Khoon Maaf;Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.;2011;Unknown;148;['thriller', 'comedy', 'drama'];['IN'];6.2;5969.0
738;Naruto Shippuden the Movie: Blood Prison;After his capture for attempted assassination of the Raikage, leader of Kumogakure, as well as killing Jōnin from Kirigakure and Iwagakure, Naruto is imprisoned in Hōzukijou: A criminal containment facility known as the Blood Prison. Mui, the castle master, uses the ultimate imprisonment technique to steal power from the prisoners, which is when Naruto notices his life has been targeted. Thus begins the battle to uncover the truth behind the mysterious murders and prove Naruto's innocence.;2011;PG-13;108;['action', 'comedy', 'horror', 'thriller', 'animation', 'fantasy'];['JP'];7.1;5104.0
739;Maria Bamford: The Special Special Special!;Welcome to the special special special comedy special.  It's very good.  I love comedy. And who do I want to make laugh more than Marilyn and Joel Bamford, my parents?  So, we've cut out the middle man of 200 strangers in a tv studio and gone right to the source.  With some paid audiences, the feigned enthusiasm can be a little uncomfortable to watch, but I genuinely rock the house.  My parents only wish they could be there with you when you watch this with your parents.;2012;Unknown;50;['comedy'];['US'];7.0;567.0
740;The Trial of Adolf Eichmann;The 1961 trial of Adolf Eichmann held in an Israeli courtroom and broadcast around the globe, was a benchmark event in the historiography of the Holocaust, especially in Israel where the trial proved a watershed experience for survivors and citizens of the new Jewish state. Employing new video and broadcast technologies, the trial was also a milestone in media and journalism coverage.  This absorbing, comprehensive new documentary features detailed accounts of Eichmann's capture, the drama in the courtroom and behind the scenes, and reactions to the trial from around the world.;2011;Unknown;90;['documentation'];['FR'];7.5;84.0
741;Don't Go Breaking My Heart;An original twist on an eternal triangle, where secret crush and unrequited love take on altogether newfangled meanings of their own.;2011;Unknown;115;['romance', 'comedy'];['HK'];6.5;1803.0
742;Jim Gaffigan: Mr. Universe;Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C.;2012;Unknown;77;['comedy'];['US'];7.7;3524.0
743;A Second Chance;A young girl and her coach overcome adversity to make their way into the National Australian Gymnastics Squad.;2011;Unknown;90;['drama', 'family', 'sport'];['AU'];4.7;1030.0
744;Big Time Movie;In Big Time Movie, the guys must tap their inner spy as their adventure finds them driving exotic cars and jumping out of helicopters, while trying to make it to their first world tour concert on time. Hot on their trail are evil henchmen named Maxwell, British secret agents and Swedish spies as well as billionaire businessman, Sir Atticus Moon who wants back his precious device code named: “The Beetle,” an anti-gravitational device with enormous power.  Once they learn they’re carrying this precious cargo, the guys get pulled into a madcap mission throughout London, which threatens the onset of their world tour.  With the help of teen spy Penny Lane, the guys set out to save Penny’s father MI6 Agent Simon Lane and stop Sir Atticus Moon’s plot to use “The Beetle” to gain world domination (Nickpress).;2012;G;68;['comedy', 'music', 'family'];['US'];6.1;1962.0
745;Paan Singh Tomar;Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.;2012;PG;135;['drama', 'crime', 'sport', 'thriller', 'action'];['IN'];8.2;36077.0
746;Sniper: Reloaded;Brandon Beckett (Collins), the son of the previous Sniper film's star Thomas Beckett (Tom Berenger), takes up the mantle set by his father and goes on a mission of his own.;2011;R;91;['drama', 'war', 'action', 'thriller'];['US', 'ZA', 'DE'];Unknown;Unknown
747;Shor in the City;Various residents and career-criminals face challenges in crime-laden Mumbai.;2011;PG;107;['drama', 'crime'];['IN'];7.2;3753.0
748;FRED 3: Camp Fred;Schools out, and Fred Figglehorn's dream of water slides, horseback riding and monkey butlers during the summer turns into a nightmare of gruel and poisonous berries when his mom signs him up to an unsanitary camp.;2012;PG;81;['comedy', 'family'];['US'];2.0;2654.0
749;Don 2;Having conquered the Asian underworld, crime boss Don sets in motion a plan that will give him dominion over Europe.;2011;Unknown;139;['action', 'thriller', 'crime', 'european'];['IN', 'DE'];7.0;52750.0
750;Pyaar Ka Punchnama;Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.;2011;PG-13;149;['romance', 'drama', 'comedy', 'european'];['IN'];7.6;21521.0
752;Chillar Party;A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony, take on the big bad world of politics when one of their friend's life is endangered.;2011;G;130;['comedy', 'drama', 'family'];['IN'];7.5;7831.0
753;Talaash;A cop, investigating the mysterious death of a filmstar, meets a sex-worker, while he faces some personal problems psychologically. The mystery connects these people in a way, that ultimately changes their lives.;2012;Unknown;139;['crime', 'thriller', 'drama', 'fantasy'];['IN'];7.2;42188.0
754;Coming Forth by Day;One day in the life of Soad, who lives with her mother and bed-ridden father on the outskirts of Cairo.;2012;Unknown;96;['drama'];['EG'];6.5;234.0
755;The Great Magician;In the years after the Revolution, China broken up into fiefdoms held by warlords, who are busy fighting each other. One warlord has imprisoned a girl and wants her to be his seventh wife, but he's too honorable to force her. The local revolutionaries wants to kill him and bring back the republic. But when a stranger returns from abroad with mastery of magic to recover the girl he loved, who is tricking whom and who will win at the end?;2011;Unknown;128;['thriller', 'drama', 'romance', 'comedy'];['CN', 'HK'];5.9;1774.0
756;Arjun: The Warrior Prince;Legend knows him as an archer of unwavering focus, the soldier who fought a battle in his own heart before taking up arms against his enemy. This is the untold story of Arjun, hero of the Mahabharata. A precocious talent plunged from boyhood and innocence into a murky world of deceit and betrayal, coming of age to become the most powerful warrior of his time. From the dusty plains of Hastinapur to the icy peaks of the Himalayas, Arjun: The Warrior Prince is the story of a man discovering what it takes to be a hero.;2012;G;96;['action', 'animation', 'drama'];['IN'];6.7;14.0
757;Toll Booth;Quiet and introverted toll booth clerk Kenan's life, a humdrum routine between the Tavsancik toll booth plaza and his home, will change the day the new operations chief comes to inspect Tavsancik.;2011;Unknown;97;['drama'];['TR'];6.4;4206.0
758;No One Killed Jessica;The true story of model Jessica Lall who was shot dead in a restaurant and the campaign to bring her killer to justice.;2011;PG-13;136;['drama', 'thriller', 'crime'];['IN'];7.2;11783.0
760;Ferrari Ki Sawaari;A little boy thinks of nothing but cricket. His father, Rusy, thinks of nothing but his little boy. To fulfill his sons dream of playing at Lords cricket ground, the honest and upright Rusy takes a reckless step. He borrows a gleaming red Ferrari. Just for one hour. The only trouble-- he doesnt inform the cars legendary owner. A wild, breathless, bumpy ride begins. A naive Rusy must dodge bullets and bouncers for one unforgettable night, and play the role of a perfect father. Can he do it?  Ferrari Ki Sawaari is a fun-filled story of small guys and their big dreams and how these dreams turn into a mad comedy of errors.  Fasten your seatbelts. The joyride awaits;2012;G;140;['family', 'comedy', 'drama', 'sport'];['IN'];6.4;5465.0
761;Tiger & Bunny: The Beginning;Set on an alternative Earth, Superheroes are celebrities and a high rating TV show rates their achievements, awarding them points until an annual King of Heroes is crowned. Old-school hero Wild Tiger is assigned a new partner with very different views on the heroes role in society but soon a vigilante criminal presents them with a serious problem.;2012;PG;88;['scifi', 'animation', 'action'];['JP'];6.6;264.0
764;The Dirty Picture;After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.;2011;Unknown;144;['drama', 'comedy'];['IN'];6.6;9662.0
766;Kath & Kimderella;Kath & Kim turn more than just heads when they go on an overseas trip and end up being the centre of their very own fairytale.;2012;Unknown;80;['comedy'];['AU'];5.3;1362.0
767;Rowdy Rathore;A small-time thug comes across a young girl who claims him to be her father, following which he realizes he has a lookalike who's being hunted by goons.;2012;PG-13;143;['action', 'comedy', 'crime'];['IN'];5.7;22497.0
768;OMG: Oh My God!;A shopkeeper takes God to court when his shop is destroyed by an earthquake.;2012;G;125;['drama', 'fantasy', 'comedy'];['IN'];8.1;58017.0
769;Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall;Tim Minchin is joined on stage by the awesome 55-piece Heritage Orchestra, led by Jules Buckley and by Pete Clements on bass and Brad Webb on drums.;2011;Unknown;146;['comedy', 'music'];['GB'];Unknown;Unknown
770;Ek Main Aur Ekk Tu;Rahul and Riana meet each other for the first time, get drunk, and awake the next morning to find that they have gotten legally married to each other.;2012;PG;110;['drama', 'romance', 'comedy'];['IN'];5.7;6820.0
771;A Beautiful Life;Fang Zhen Dong (Liu Ye) is a patrolling officer in Beijing who one night meets the drunk Li Pei Ru (Shu Qi) while singing karaoke at the KTV place. Li Pei Ru is a real estate agent from Hong Kong who has vowed to make her fortune in the cosmoplitan Beijing, but is caught up in the complexities of life and ends up becoming a mistress of a married man.;2011;Unknown;124;['drama', 'romance'];['HK', 'CN'];6.7;927.0
772;Mugamoodi;A man can no longer tolerate injustice and corruption and he becomes a vigilante to fight for a better society.;2012;Unknown;156;['drama', 'action'];['IN'];5.1;1215.0
773;Game;Four strangers are invited by the reclusive Kabir Malhotra, to his private island of Samos, Greece. They don't know each other and they don't know him ... and by the next morning they will wish they had never come.;2011;PG;135;['thriller', 'action', 'crime', 'drama', 'european'];['IN'];5.2;2353.0
774;Bodyguard;Lovely Singh is extremely respectful of Mr Rana and his daughter Divya. While appointed as Divya's bodyguard, he falls in love with a girl he has never met, unaware that she is none other than Divya.;2011;Unknown;134;['drama', 'action', 'romance', 'comedy'];['IN'];4.6;25778.0
775;Material;Cassim Kaif is a young Muslim man who works in his father's fabric shop in Fordsburg, Johannesburg. In the family tradition, Cassim, as the only son, is expected to take over the family business from his father.;2012;Unknown;94;['comedy', 'drama'];['ZA'];7.1;967.0
776;Kyaa Super Kool Hain Hum;An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.;2012;R;137;['drama', 'comedy'];['IN'];5.0;3926.0
777;Jeff Dunham: Controlled Chaos;"Jeff Dunham is back in his fourth concert event, with all-new material. All the favorites are here: Walter, the grumpy retiree; furry and manic Peanut; Jose Jalapeño, the spicy pepper from south of the border; plus bumbling skeletal Achmed the Dead Terrorist. Dunham is also joined by two never-before-seen characters certain to unleash their own unique havoc on stage.";2011;Unknown;90;['comedy', 'documentation'];['US'];7.4;2296.0
778;Players;Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.;2012;Unknown;165;['thriller', 'action', 'crime'];['IN'];4.2;4534.0
779;Aiyyaa;Meenakshi, a Marathi gal with an ultra-sensitive sense of smell, lives her life in her dreams, dancing and enacting her favourite actresses Sridevi, Madhuri and Juhi. Not believing in arranged marriages, Meenakshi awaits her prince when she comes across Tamil artist Surya, to whom she is strangely attracted to.;2012;G;146;['romance', 'comedy'];['IN'];4.3;1889.0
781;Tere Naal Love Ho Gaya;In a quaint village of Haryana lives Miny, a free-spirited tomboy who instantly wins your heart with her bubbly personality. Her father, Bhatti, runs an auto-rickshaw business and is adamant to marry her off against her liking to Sunny. The male protagonist Viren, is a humble and ambitious rickshaw driver working for Miny's father. Bhatti, insecure about Viren's success, sells of all the rickshaws where Viren had carefully stashed his life savings. In an attempt to recover his money from Bhatti, Viren storms into Miny's engagement with fury. This gives Miny the perfect opportunity to escape her marriage and so she stages a kidnap. However, the kidnap goes all wrong and she and Viren land up in Viren's family mansion. Eventually, Miny's father arrives with the ransom that she had asked for and takes her back home. Back in Punjab, while she is being married off to Sunny...;2012;PG;126;['drama', 'comedy', 'romance'];['IN'];5.8;4381.0
782;Ragini MMS;Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity;2011;PG-13;93;['drama', 'horror', 'thriller'];['IN'];5.1;2654.0
784;Grandmaster;Chandrashekhar lives alone in a dark and violent city. Even with crime occurring all around him, he withdraws from all responsibility and lives quietly. Soon, change is forced upon him in order to catch a serial killer. Like a grandmaster who anticipates his opponents moves well in advance, he proceeds forward. But only once, just once, he makes a fatal mistake.;2012;Unknown;130;['thriller', 'action'];['IN'];6.9;2211.0
785;26 Years;26 years ago, state troops were ordered to open fire on civilians in the city of Gwangju who were demonstrating as apart of a democratic movement. Thousands of civilians were killed. Now, a shooter from the national team, a gang member, a policeman, CEO from a large company and director of a private security outfit get involved in a plan to convict the person responsible for the massacre.;2012;Unknown;135;['drama', 'thriller', 'crime'];['KR'];6.3;1217.0
786;Michael;After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.;2011;PG-13;97;['drama', 'thriller'];['IN'];5.3;168.0
787;All's Well, Ends Well;Romantic comedy following four couples who meet through a dating website. Four men go on a heroic mission to help four women and wind up experiencing a series of mishaps.;2012;Unknown;118;['romance', 'comedy'];['HK'];5.1;338.0
788;Heroine;A female superstar struggles through the trials and tribulations of being a Bollywood actress.;2012;Unknown;140;['drama'];['IN'];5.0;4353.0
789;Lavell Crawford: Can a Brother Get Some Love?;"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love -- and the laughs. Jokes cover the hilarity of presidential politics and the social scene in heaven.";2011;NC-17;90;['comedy', 'documentation'];['US'];6.9;234.0
790;Jeff Dunham: Minding the Monsters;Stand-up comedian and ventriloquist Jeff Dunham. Enter the ultimate hunted house where Walter transforms into something grumpier than he already is! Watch Bubba J. rise from the dead! Meet Peanut's alter ego, The Purple Venger of the Night, and his spicy sidekick! and witness Achmed litterally dressed to kill in an outfit terrify the most terrifying terrorist!;2012;PG-13;80;['comedy'];['US'];7.0;1416.0
791;Kalakalappu;A man struggles to save his family-owned restaurant as it is running in loses. He soon falls for a health inspector keen on shutting down the place. When his brother enters the scene, things get worse.;2012;G;149;['comedy'];['IN'];6.9;1398.0
792;Chhota Bheem & Krishna in Mayanagari;Bheem and his Friends are having a great time in Dwarka with their friend Kanha.Mayandri tries to attack Kanha with some leopards but fails as Kanha fights them off with ease.Bheem gets injured and his friend Krishna offers to heal up his injury and just before the Dholakpurians leave Krishna offers some gifts to them.Bheem gets a pendant,Chutki gets a stylish ring,Raju gets a catapult and Jaggu got a compass whereas Kalia got a powder for when he blows on anyone can hear what they are thinking and Dholu and Bholu got a box in which they could ask for anything they want in food.Bheem suddenly feels it was time for everyone to go back to Dholakpur and they board their ship and bid farewell to Krishna their beloved friend.;2011;G;66;['animation', 'action', 'fantasy'];['IN'];8.7;13.0
793;Chhota Bheem In Dholakpur to Kathmandu;Bheem and his friends are invited to spend their vacations in Kathmandu.Their trip is not without mishap, as a young ape is separated from its father. Bheem defeats the jaguars, and unites the ape with its father.;2012;G;70;['animation'];['XX'];7.9;50.0
795;An Elf's Story;"The inspirational tale of Chippey, the young scout elf who is assigned by Santa to restore Taylor McTuttle's belief in Christmas magic. When the boy breaks the number one Elf on the Shelf rule, Chippey loses his Christmas magic; the entire McTuttle family loses is scout elf, and both Taylor and Chippey lose their self-respect. Through the power of love and forgiveness, both of them learn the most important lesson of all: that true belief cannot be taught.";2011;Unknown;24;['scifi', 'animation', 'family', 'fantasy'];['US'];5.1;510.0
796;Bbuddah Hoga Terra Baap;After a series of bomb blasts in Mumbai, ACP Karan Malhotra announces that he will bring in the culprits responsible within a very short period of time as well attempts to convince his college sweetheart, Tanya P. Nath, to marry him. He then sets about interrogating several suspects so much so that an underworld gangster, Kabir, is compelled to hire an assassin to do away with him. The potential killer, Viju, is an uptight older ex-convict as well as a former gangster, who now runs a pub in Paris, and is willing to kill Karan. As he sets about this gruesome task, he comes across an old flame, Kamini, as well as his estranged wife, Sita - and it is these encounters that may well be the turning point in this life that may convince him to leave the bombs and Bandooks behind and spend the rest of his life praying and watching the Bhakti Channel.;2011;PG-13;117;['thriller', 'action', 'comedy', 'crime'];['IN'];5.6;2908.0
797;Luv Shuv Tey Chicken Khurana;On-the-run from the London mafia, Omi returns to his ancestral village – a place he’d flown from with his grandad’s money and grander ‘London Dreams’. Will Omi be able to hide his failures while chasing love, and the lost recipe of the infamous dish, ‘Chicken Khurana’?;2012;PG;140;['comedy'];['IN'];6.6;3925.0
798;Bwakaw;Gruff retiree Rene rejects most human contact, but begins to soften once he comes to terms with his homosexuality.;2012;Unknown;104;['drama'];['PH'];7.1;301.0
799;Blood Money;In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.;2012;PG;110;['thriller', 'drama', 'crime', 'action'];['IN'];5.0;1480.0
800;Shaitan;Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.;2011;PG-13;121;['drama', 'thriller', 'action', 'crime'];['IN'];7.2;8475.0
801;Department;A police inspector recruits a suspended cop for a specialized task force to battle organized crime.;2012;R;141;['action', 'thriller', 'crime'];['IN'];3.2;1058.0
803;Asmaa;A woman who suffers from AIDS decides not to surrender to the fatal disease. She exerts huge efforts in trying to recover or by helping those who suffer the same disease by giving them glimmers of hope.;2011;Unknown;96;['drama'];['EG'];8.1;4483.0
805;Thaandavam;A blind man with his 'Echolocation' power takes on a revenge mission.;2012;Unknown;167;['action', 'thriller'];['IN'];6.1;2034.0
806;Chota Bheem Aur Ganesh in the Amazing Odyssey;Raja Laalachmaan and his sidekick, Jadoogar Jobba, awaken an ancient monster Krur. This monster, needs the souls of the purest kingdom. Raja Laalachmaan realizes the best place to find the purest souls is Dholakpur. Raja Laalachmaan and his soldiers take over Dholakpur. Bheem manages to rescue many people, but Laachlamaan kidnaps Raja Indraverma-ll and Princess Indumati says that if the people of Dholakpur do not surrender themssssselves, they will die. So, Bheem and his friends go on the trail. They are helped by ancient clues left in the forest and at sea. But the one person that helps them the most is Chhota Ganesh.He says he is always present on New years, but Kru's invasion of Dholakpur has already started. Can Bheem and Ganesh defeat him??;2012;G;65;['animation'];['IN'];7.8;13.0
807;Question Mark;In a story of interconnected lives, three families of different religious faiths navigate conflicting beliefs, hardships, and other struggles.;2011;Unknown;102;['drama'];['ID'];7.0;259.0
808;Chhota Bheem: Journey to Petra;The king has been away to meet an old friend, but when he sends for urgent help, Bheem finds himself on an action-packed rescue mission to Egypt!;2011;G;67;['animation'];['IN'];Unknown;Unknown
809;Husbands in Goa;The film follows the journey of three young men, who flee from their wives, for a vacation to the international tourist-destination Goa. During the trip, they become friends with an immature youthful older man, who is on the verge of a divorce. The film explores their time in Goa;2012;Unknown;150;['comedy'];['IN'];3.8;286.0
810;Chhota Bheem and the Broken Amulet;Chhota Bheem And The Broken Amulet is an Indian animated movie featuring Bheem, the star of the Chhota Bheem series.;2012;Unknown;63;['animation'];['IN'];7.7;17.0
812;Blitz Patrollie;Blitz Patrollie chronicles the adventures of Rummy Augustine (Joey Rasdien) and his partner, Ace Dikolobe (David Kau), police officers who have had the misfortune of being stationed in a little known depot in the belly of the Johannesburg CBD.;2012;Unknown;101;['crime', 'action', 'comedy'];['US'];5.4;145.0
813;Moshe Kasher: Live in Oakland;Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -- and how they see him. Recorded live at the New Parish nightclub in January 2012.;2012;Unknown;60;['comedy'];['US'];6.7;332.0
